"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,  "Avg_Massflow"  ,    "Avg_Mach"    ,    "Avg_Temp"    ,    "Avg_Press"   ,   "Avg_Density"  ,  "Avg_Enthalpy"  ,  "Avg_NormalVel" ,   "Uniformity"   ,"Secondary_Strength","Momentum_Distortion","Secondary_Over_Uniformity",  "Avg_TotalTemp" , "Avg_TotalPress" ,  "Pressure_Drop" ,   "SoundSpeed"   ,"Avg_Massflow(INLET_JET)","Avg_Massflow(OUTLET)","Avg_Mach(INLET_JET)","Avg_Mach(OUTLET)","Avg_Temp(INLET_JET)","Avg_Temp(OUTLET)","Avg_Press(INLET_JET)","Avg_Press(OUTLET)","Avg_Density(INLET_JET)","Avg_Density(OUTLET)","Avg_Enthalpy(INLET_JET)","Avg_Enthalpy(OUTLET)","Avg_NormalVel(INLET_JET)","Avg_NormalVel(OUTLET)","Uniformity(INLET_JET)","Uniformity(OUTLET)","Secondary_Strength(INLET_JET)","Secondary_Strength(OUTLET)","Momentum_Distortion(INLET_JET)","Momentum_Distortion(OUTLET)","Secondary_Over_Uniformity(INLET_JET)","Secondary_Over_Uniformity(OUTLET)","Avg_TotalTemp(INLET_JET)","Avg_TotalTemp(OUTLET)","Avg_TotalPress(INLET_JET)","Avg_TotalPress(OUTLET)"
          0,           0,          20,      -2.752389081,      0.3282716359,     -0.5822112068,       2.725785594,      -3.577717605,       0.881676389,     -0.2464277573,      0.7033816414,       555.3568038,       710269.3791,       8.779056047,        582751.231,       -222.458375,       222.5215193,         9.712053338,                 -nan,                        inf,       580.0233041,       808587.5362,       191455.0416,       338.2063808,            -0.2464277573,                     0,         0.6929286937,     0.01045294769,          256.6340472,       298.7227565,           259407.1688,        450862.2104,             3.521234298,           5.25782175,               282616.129,            300135.102,               -222.458375,                      0,            222.5215193,                   0,                    5.862324437,                 3.849728901,                 0.0005677758767,                         -nan,                         0.02634497758,                                inf,               281.2931721,             298.730132,                357686.3585,             450901.1777
          0,           0,          21,      -2.812975168,      0.3282288329,     -0.6411709513,       2.663970174,      -3.586362394,      0.8730318084,     -0.2507511021,       0.712983464,       555.5311943,       711249.6132,       8.790534356,       583608.5859,      -225.5125438,       225.5756891,         9.377670611,                 -nan,                        inf,       580.8766458,        812970.857,       190042.0367,       338.2289631,            -0.2507511021,                     0,         0.7021034509,     0.01088001308,          256.8497687,       298.6814256,           260603.7883,         450645.825,             3.534508795,          5.256025561,              283514.4076,           300094.1783,              -225.5125438,                      0,            225.5756891,                   0,                    5.374629808,                 4.003040803,                 0.0005600937071,                         -nan,                         0.02382628124,                                inf,               282.1872456,            298.6894002,                362282.9139,             450687.9431
          0,           0,          22,      -2.799152012,      0.3623385593,     -0.6383083414,       2.683414605,      -3.590948478,      0.8684458842,      -0.254819716,      0.7220893346,       555.6865771,       712130.5716,       8.800826255,       584420.0777,      -228.4090302,       228.4715714,         9.004717327,                 -nan,                        inf,       581.6843392,       817131.7976,       188790.2919,       338.2493844,             -0.254819716,                     0,         0.7108173465,     0.01127198808,          257.0406121,        298.645965,           261670.1399,        450460.4317,             3.546339149,          5.254487106,              284360.9557,           300059.1219,              -228.4090302,                      0,            228.4715714,                   0,                    4.861402555,                 4.143314773,                 0.0005476997646,                         -nan,                         0.02127793198,                                inf,               283.0298309,            298.6545083,                366626.2577,             450505.5399
          0,           0,          23,      -2.728974243,      0.3838090748,     -0.5754233972,       2.753231073,      -3.592418459,      0.8669759979,     -0.2586319131,       0.730673021,        555.824257,        712925.528,       8.810112626,       585183.3151,      -231.1369412,       231.1982234,         8.632196187,                 -nan,                        inf,       582.4440041,       821066.9969,       187676.9104,       338.2664044,            -0.2586319131,                     0,           0.71903759,     0.01163543095,          257.2087821,       298.6154749,           262624.3088,        450301.2192,              3.55694636,          5.253166266,              285154.2807,           300029.0344,              -231.1369412,                      0,            231.1982234,                   0,                    4.359076691,                 4.273119496,                 0.0005303382389,                         -nan,                         0.01885428282,                                inf,               283.8194422,             298.624562,                370717.8112,             450349.1857
          0,           0,          24,      -2.714636311,      0.3610135295,     -0.5438140155,       2.760675291,      -3.593039348,      0.8663552042,     -0.2621892836,      0.7387290701,       555.9439363,        713641.929,       8.818509369,         585895.98,       -233.693101,        233.752595,         8.285475945,                 -nan,                        inf,       583.1533334,       824772.8975,       186689.9251,       338.2790921,            -0.2621892836,                     0,         0.7267564108,     0.01197265923,          257.3544184,       298.5895179,            263476.002,        450165.9271,             3.566464874,          5.252044495,              285892.5044,           300003.4757,               -233.693101,                      0,             233.752595,                   0,                    3.892192531,                 4.393283414,                 0.0005092280875,                         -nan,                         0.01665090619,                                inf,               284.5542102,            298.5991232,                374556.2793,             450216.6182
          0,           0,          25,       -2.72789644,      0.3011333362,     -0.5498828164,       2.742562625,      -3.595210494,      0.8641841892,     -0.2654974428,      0.7462616268,       556.0453729,       714284.3453,       8.826096891,       586556.7626,       -236.078508,       236.1357846,         7.978166466,                 -nan,                        inf,       583.8110232,       828247.2943,       185816.3829,       338.2875995,            -0.2654974428,                     0,          0.733977112,     0.01228451486,          257.4781104,       298.5672625,           264233.9812,        450050.3641,              3.57500926,          5.251087631,              286575.1554,           299981.6072,               -236.078508,                      0,            236.1357846,                   0,                    3.474301902,                 4.503864565,                 0.0004852925807,                         -nan,                         0.01471315289,                                inf,               285.2336658,            298.5773574,                378143.6649,             450103.6294
          0,           0,          26,      -2.796039086,      0.2633169706,     -0.6065767005,       2.672456761,      -3.607585951,      0.8518090937,     -0.2685691875,      0.7532925159,       556.1304274,       714860.8322,        8.83296595,       587168.0522,      -238.3005273,        238.355303,         7.715845661,                 -nan,                        inf,       584.4194519,        831498.976,       185044.7194,       338.2924755,            -0.2685691875,                     0,         0.7407199319,       0.012572584,          257.5819757,       298.5484517,           264908.0564,        449952.7758,              3.58268617,           5.25027978,              287204.8814,           299963.1708,              -238.3005273,                      0,             238.355303,                   0,                    3.110282003,                 4.605563658,                 0.0004597727801,                         -nan,                         0.01304893142,                                inf,               285.8604442,            298.5590077,                 381490.511,              450008.465
          0,           0,          27,      -2.951755632,       0.291292763,     -0.6769624687,       2.524050629,      -3.613942936,      0.8454523673,     -0.2714339476,        0.75986904,       556.2032391,       715384.2361,       8.839248775,       587736.9683,      -240.3761502,       240.4282378,         7.499464987,                 -nan,                        inf,       584.9857055,       834555.6339,       184351.7699,       338.2951934,            -0.2714339476,                     0,         0.7470302383,      0.0128388017,          257.6711971,        298.532042,           265516.2331,         449868.003,             3.589669614,           5.24957916,              287789.8502,           299947.1181,              -240.3761502,                      0,            240.4282378,                   0,                    2.800488589,                 4.698976398,                 0.0004334317888,                         -nan,                         0.01164791879,                                inf,                286.442675,            298.5430305,                384629.6677,             449925.9662
          0,           0,          28,      -2.860335756,      0.3524988155,     -0.6620027091,       2.623773988,      -3.615842661,      0.8435527993,     -0.2741150859,      0.7660260141,        556.268671,       715868.1655,       8.845065351,       588270.8386,      -242.3193705,       242.3686849,         7.325339306,                 -nan,                        inf,       585.5170774,       837442.7326,       183722.1397,       338.2964026,            -0.2741150859,                     0,         0.7529441424,     0.01308187173,          257.7507291,       298.5179418,           266073.0129,        449795.1526,             3.596088371,           5.24897698,              288337.4853,           299933.3532,              -242.3193705,                      0,            242.3686849,                   0,                    2.541592202,                 4.783747104,                 0.0004070611302,                         -nan,                         0.01048647107,                                inf,                286.987747,            298.5293304,                387587.5136,             449855.2189
          0,           0,          29,      -2.744588184,      0.3857328041,     -0.5869336723,       2.737804758,      -3.619930613,      0.8394650715,     -0.2766430439,      0.7718276778,       556.3302202,       716323.8772,       8.850522715,       588777.4499,      -244.1510036,       244.1975051,         7.187951889,                 -nan,                        inf,        586.021318,       840192.2921,        183142.851,       338.2960285,            -0.2766430439,                     0,         0.7585205315,     0.01330714629,           257.824304,       298.5059161,           266590.5131,        449733.3641,             3.602055349,          5.248467365,              288855.8023,           299921.6475,              -244.1510036,                      0,            244.1975051,                   0,                     2.32606083,                 4.861891059,                 0.0003809597388,                         -nan,                        0.009525325942,                                inf,               287.5036382,            298.5176798,                390396.8894,             449795.4026
