"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         243,      -2.710358854,      0.3565819984,     -0.5579356705,       2.764269278,      -4.163158235,      0.2962321533
          0,           0,         244,      -2.721521563,      0.3456663106,     -0.5880310901,       2.750596793,      -4.193581448,      0.2658089728
          0,           0,         245,      -2.715444465,      0.3392880423,     -0.5798856395,       2.758160878,      -4.151019369,      0.3083710489
          0,           0,         246,      -2.713652352,      0.3317696409,     -0.5725596969,       2.756596134,      -4.137524761,      0.3218657097
          0,           0,         247,      -2.740792832,      0.2613625101,     -0.6086951473,       2.726673395,      -4.197941645,      0.2614487679
          0,           0,         248,      -2.864550535,      0.1577784294,     -0.6945738324,       2.596783863,      -4.205501462,      0.2538889799
          0,           0,         249,      -2.919501641,      0.1485325946,     -0.7603156093,       2.539045293,      -4.284528626,      0.1748616769
          0,           0,         250,      -3.013840463,      0.2111637847,     -0.8067864572,       2.455095707,      -4.297429749,       0.161960579
          0,           0,         251,      -2.910005295,      0.2951914845,     -0.7515140578,       2.572398107,      -4.241135835,      0.2182545758
          0,           0,         252,      -2.751196512,      0.3273782379,     -0.6072407969,       2.726924604,      -4.199005095,       0.260385327
          0,           0,         253,      -2.731387244,      0.3259452106,      -0.563291777,       2.741776902,      -4.140261065,      0.3191293962
          0,           0,         254,      -2.722807042,      0.3032249738,       -0.57816305,       2.743767525,      -4.124123363,      0.3352670846
          0,           0,         255,      -2.785919487,      0.2388224542,     -0.6120024387,        2.67974767,      -4.190784842,      0.2686055024
          0,           0,         256,      -2.931261412,      0.2309052937,     -0.7244816755,       2.534401487,       -4.29040298,      0.1689873367
          0,           0,         257,      -2.887024567,      0.3058878154,     -0.7198566367,       2.593654004,      -4.249395579,      0.2099948403
          0,           0,         258,      -2.756827853,      0.3440693284,     -0.6149319292,       2.722609438,       -4.24613333,       0.213257026
          0,           0,         259,      -2.748015443,      0.3370399545,     -0.5731679842,       2.726879693,      -4.235976486,      0.2234138495
          0,           0,         260,      -2.765824681,      0.3117060262,     -0.5949042249,       2.705349649,       -4.19965649,      0.2597338485
          0,           0,         261,      -2.816722408,      0.2554307288,     -0.6240816251,       2.650814157,      -4.231917548,       0.227472809
          0,           0,         262,      -2.957657073,      0.2520390339,     -0.7260432713,       2.510535096,      -4.288910721,      0.1704796517
          0,           0,         263,       -2.86547909,      0.3297911666,     -0.6950938207,       2.614229384,      -4.223343439,      0.2360470329
          0,           0,         264,      -2.736591815,      0.3650927348,     -0.5896350495,       2.742990598,      -4.193947755,      0.2654426284
          0,           0,         265,      -2.725206704,      0.3389863293,     -0.5455967997,       2.748740511,      -4.176633039,      0.2827573169
          0,           0,         266,      -2.742133138,      0.2938068563,      -0.576844345,       2.726900866,      -4.187971987,      0.2714183368
          0,           0,         267,      -2.812871649,      0.2483890216,     -0.6140315058,       2.654863349,      -4.239174715,      0.2202157202
          0,           0,         268,       -2.95938928,      0.2428619334,      -0.721804471,       2.508644616,        -4.2925371,      0.1668532684
          0,           0,         269,      -2.874203794,       0.317262093,     -0.7159922554,       2.606475268,      -4.235647952,      0.2237424123
          0,           0,         270,      -2.746801104,      0.3526386278,     -0.6235854433,       2.732884929,      -4.214663906,      0.2447265109
          0,           0,         271,      -2.738364004,      0.3395761759,     -0.5769658215,       2.736696621,      -4.183745001,      0.2756453143
          0,           0,         272,       -2.73292101,      0.3192214222,      -0.589998197,       2.737507644,      -4.105145371,      0.3542449599
          0,           0,         273,      -2.730217945,      0.2826801152,     -0.6150611935,       2.737124067,      -4.126295695,      0.3330947192
          0,           0,         274,      -2.792808093,      0.2945497815,     -0.6890948967,       2.676788786,      -4.191118596,      0.2682717136
          0,           0,         275,      -2.754402731,      0.3400826603,     -0.6683490822,       2.724247053,      -4.212240835,      0.2471494383
          0,           0,         276,      -2.734548015,      0.3387963373,     -0.6052182124,       2.739801309,       -4.20326794,      0.2561222951
          0,           0,         277,      -2.713207524,      0.3673940808,     -0.5925224999,       2.759426321,      -4.152964834,      0.3064254061
          0,           0,         278,      -2.690586249,       0.341108443,     -0.5683904541,       2.778137138,      -4.170561427,      0.2888288657
          0,           0,         279,      -2.747416225,      0.2852625562,     -0.5897820522,       2.720984237,      -4.116906826,      0.3424835788
          0,           0,         280,      -2.801762567,      0.2472426141,     -0.6374001739,       2.661824184,      -4.214725645,      0.2446646937
          0,           0,         281,      -2.951808154,      0.2677509249,     -0.7054141811,       2.519679337,      -4.246830043,      0.2125600295
          0,           0,         282,      -2.851502183,      0.3297358015,     -0.7019761406,       2.628889022,      -4.213442137,      0.2459480657
          0,           0,         283,      -2.735472621,      0.3644407029,     -0.6074305131,       2.745026605,      -4.199188158,      0.2602020322
          0,           0,         284,      -2.719696403,      0.3555181066,     -0.5677583758,       2.755554449,      -4.204757689,      0.2546325755
          0,           0,         285,      -2.729890066,      0.3549485626,     -0.5912577476,       2.743330027,      -4.184046376,      0.2753439011
          0,           0,         286,      -2.708958467,      0.3389926999,     -0.5804655318,       2.765039668,      -4.164715637,      0.2946745993
          0,           0,         287,      -2.714954093,      0.3242721684,     -0.5800149153,       2.755901851,      -4.125582006,      0.3338082811
          0,           0,         288,      -2.737398482,      0.2409966031,     -0.6162978123,       2.728600408,      -4.175889016,      0.2835012118
          0,           0,         289,      -2.886592692,      0.1726089263,     -0.7252312418,       2.574737868,      -4.229521194,      0.2298689738
          0,           0,         290,      -2.868044041,      0.2441569404,     -0.7533974655,       2.598793766,      -4.191573036,      0.2678172551
          0,           0,         291,      -2.825073141,       0.295646457,     -0.7227703223,       2.650398729,      -4.226308096,      0.2330821821
          0,           0,         292,      -2.770494339,      0.3089226735,     -0.6761420625,       2.706024559,      -4.231088692,      0.2283015492
          0,           0,         293,      -2.761798133,      0.3268704262,     -0.6310855693,       2.713978794,      -4.252391416,      0.2069987573
          0,           0,         294,      -2.740004936,      0.3741764286,     -0.6168731401,       2.735017754,      -4.215927155,      0.2434629781
          0,           0,         295,      -2.712264076,      0.3474408265,     -0.5645778708,       2.760859767,      -4.145365012,      0.3140252672
          0,           0,         296,      -2.718607421,       0.323642658,     -0.5872399159,       2.751519404,      -4.103725901,      0.3556644257
          0,           0,         297,      -2.726037971,      0.2892501499,     -0.6276599441,       2.740804164,      -4.107630983,      0.3517592899
          0,           0,         298,      -2.784128432,      0.2918082681,     -0.6876034041,       2.685355564,      -4.210518924,      0.2488713502
          0,           0,         299,      -2.766298226,      0.3468093367,     -0.6692729198,       2.713491066,      -4.225067011,      0.2343231883
          0,           0,         300,      -2.733786327,      0.3451872244,     -0.5995757072,       2.739291555,      -4.224842837,      0.2345472777
          0,           0,         301,      -2.737980496,      0.3460582585,     -0.5987574487,       2.735499958,      -4.226161614,      0.2332285951
          0,           0,         302,      -2.731602344,       0.342553171,     -0.5861340755,       2.740668208,      -4.232229237,       0.227160952
          0,           0,         303,      -2.746567169,      0.3353399421,     -0.5937390745,       2.725719491,      -4.235082074,      0.2243079867
          0,           0,         304,      -2.747456613,        0.33277532,     -0.6093764581,       2.726675402,      -4.202354902,      0.2570352798
          0,           0,         305,      -2.744645483,      0.3139688895,     -0.5868370479,       2.728622362,      -4.155088509,      0.3043017185
          0,           0,         306,      -2.799362795,      0.2316498315,     -0.6227731833,       2.666444069,      -4.188618383,      0.2707719045
          0,           0,         307,      -2.952325106,      0.2316645038,     -0.7427788923,       2.515539592,      -4.233527411,      0.2258627035
          0,           0,         308,      -2.837582701,      0.3216233105,      -0.684734401,       2.639589618,      -4.185501007,      0.2738892465
          0,           0,         309,      -2.726632443,       0.345366501,      -0.598866743,       2.751288019,      -4.220845239,      0.2385450621
          0,           0,         310,      -2.739268851,      0.3338790465,     -0.5628070222,       2.734812404,      -4.201866186,      0.2575242064
          0,           0,         311,      -2.750714451,      0.3120853858,     -0.5756381605,       2.718633964,      -4.182504113,      0.2768862346
          0,           0,         312,       -2.81829731,      0.2529861587,     -0.6144932514,       2.650646791,       -4.23773497,      0.2216552623
          0,           0,         313,      -2.970637695,      0.2496835567,     -0.7155761835,       2.499604542,       -4.29519807,      0.1641920214
          0,           0,         314,      -2.888554429,      0.3225707793,     -0.7022939856,       2.595029084,      -4.254284506,      0.2051057674
          0,           0,         315,      -2.756901665,      0.3571587386,     -0.6227978212,       2.724489823,      -4.230396298,      0.2289940552
          0,           0,         316,      -2.735824473,      0.3443148584,     -0.5770833465,       2.739688653,      -4.204263519,      0.2551267684
          0,           0,         317,      -2.744070145,      0.3245137954,     -0.5907049238,       2.729371336,      -4.208761358,      0.2506287787
          0,           0,         318,      -2.763221091,      0.2797491189,     -0.5932023079,       2.709435126,      -4.178057101,      0.2813332068
          0,           0,         319,      -2.819132112,      0.2205003635,     -0.6407407685,       2.645740362,      -4.127253574,      0.3321367204
          0,           0,         320,       -2.79968586,       0.227697543,     -0.7118683392,       2.663084429,      -4.156878062,      0.3025122587
          0,           0,         321,      -2.830030078,      0.2766691703,     -0.7163743305,       2.642904088,      -4.227296791,      0.2320934977
          0,           0,         322,      -2.778614004,      0.3060110213,     -0.6937837065,        2.69840488,       -4.19366375,      0.2657264915
          0,           0,         323,      -2.751047638,      0.2942412743,     -0.6202962212,       2.721909131,      -4.188676565,      0.2707135956
          0,           0,         324,      -2.768435963,      0.2776137434,      -0.627580105,       2.700116624,      -4.200545915,      0.2588442937
          0,           0,         325,      -2.832260108,      0.2246539901,     -0.6359147527,       2.633016112,      -4.199617271,      0.2597730446
          0,           0,         326,      -2.915080614,      0.2572613525,     -0.7372186592,       2.550617916,      -4.246214608,      0.2131755228
          0,           0,         327,      -2.848718392,      0.3429371926,     -0.7068105308,        2.63048353,      -4.223766775,      0.2356233229
          0,           0,         328,      -2.728339654,      0.3707099893,        -0.6014018,       2.751656035,      -4.215520922,      0.2438692017
          0,           0,         329,      -2.719029828,      0.3606682008,     -0.5640267416,       2.756396542,       -4.19855116,      0.2608390387
          0,           0,         330,      -2.724508481,      0.3572302893,     -0.5931114414,       2.747504445,      -4.227695764,      0.2316943584
          0,           0,         331,      -2.736461792,      0.3497974263,     -0.5925264041,       2.738525328,      -4.249424739,      0.2099653481
          0,           0,         332,      -2.758518559,      0.3150672857,     -0.5913033335,       2.715959004,      -4.198875657,      0.2605144941
          0,           0,         333,      -2.796881419,      0.2276136777,     -0.6335875752,        2.67195659,       -4.21929122,      0.2400988472
          0,           0,         334,      -2.936441219,      0.1314784054,      -0.734570072,       2.520937517,      -4.316584184,      0.1428057527
          0,           0,         335,      -2.984225793,      0.1486611849,     -0.8038860987,       2.478663936,      -4.317883259,      0.1415068239
          0,           0,         336,      -2.989171831,       0.236915277,      -0.802282097,         2.4810272,      -4.344848452,      0.1145415746
          0,           0,         337,      -2.903380133,      0.3352862072,     -0.7524911234,       2.578143033,      -4.208783982,      0.2506062858
          0,           0,         338,      -2.716350341,       0.369907752,     -0.5867171704,       2.760655088,      -4.171476743,      0.2879134551
          0,           0,         339,      -2.719459757,      0.3481967339,     -0.5541652048,       2.754740852,      -4.196206153,      0.2631840214
          0,           0,         340,      -2.758200616,      0.3001949651,     -0.5930179052,       2.713375986,      -4.216129561,      0.2432606401
          0,           0,         341,      -2.807407335,      0.2177663513,     -0.6260011212,       2.662534047,      -4.216772761,      0.2426174743
          0,           0,         342,      -2.930902554,      0.1243810613,     -0.7243995103,       2.525134037,      -4.311552824,      0.1478372158
          0,           0,         343,      -2.999023262,       0.172863567,     -0.8071832527,       2.464078675,      -4.343893972,      0.1154960103
          0,           0,         344,      -3.025552233,       0.247998464,     -0.8421104621,       2.445253171,       -4.34466923,      0.1147207906
          0,           0,         345,      -2.912995386,      0.3234029075,     -0.7687796731,       2.570490731,      -4.253042591,      0.2063475578
          0,           0,         346,      -2.735009733,      0.3635704723,     -0.6024815507,       2.743177237,      -4.209662845,      0.2497273417
          0,           0,         347,      -2.726981919,      0.3493991232,     -0.5745984108,       2.747382964,      -4.215767981,       0.243622298
          0,           0,         348,      -2.750164686,      0.3302721337,      -0.600902872,       2.721910028,      -4.244573707,       0.214816372
          0,           0,         349,       -2.76296607,      0.3080906776,     -0.5988188611,       2.709539177,      -4.296435369,      0.1629547873
          0,           0,         350,      -2.808011039,      0.2983187678,     -0.6330545763,       2.663650438,      -4.285750354,      0.1736398748
          0,           0,         351,      -2.785544893,      0.3214207514,     -0.6359652919,       2.689456363,      -4.167413193,      0.2919770436
          0,           0,         352,      -2.725604838,      0.3123859115,     -0.5809504518,       2.746357261,      -4.114271364,      0.3451189747
          0,           0,         353,      -2.771463079,      0.2496392455,     -0.5997983965,       2.691212274,      -4.161800862,      0.2975894375
          0,           0,         354,      -2.937083883,      0.2444687274,     -0.7151433213,       2.529051286,      -4.226255402,      0.2331347867
          0,           0,         355,      -2.837164735,       0.319218856,     -0.6912420638,       2.639774982,      -4.182119798,      0.2772704326
          0,           0,         356,      -2.722287497,      0.3577315687,     -0.5964466021,       2.755337933,       -4.17669142,      0.2826988843
          0,           0,         357,      -2.712969724,      0.3528723786,     -0.5738839997,       2.759948473,      -4.196251005,      0.2631392673
          0,           0,         358,      -2.732921787,       0.348910092,     -0.5910762034,       2.739668923,      -4.209489195,       0.249901022
          0,           0,         359,      -2.726395272,      0.3386572851,     -0.5822899304,        2.74748553,      -4.142076918,      0.3173133443
          0,           0,         360,      -2.718467805,      0.3109142651,     -0.5855679069,       2.751520252,       -4.12190594,      0.3374843506
          0,           0,         361,      -2.739324953,      0.2727473296,      -0.634587298,       2.727996361,       -4.14045913,      0.3189312469
          0,           0,         362,       -2.80683779,      0.2800124671,     -0.7058318475,       2.663491012,      -4.210252504,      0.2491377345
          0,           0,         363,      -2.795089513,      0.3017264761,     -0.6928332694,       2.685023471,      -4.227124082,      0.2322661661
          0,           0,         364,      -2.839496877,       0.246340313,      -0.663674256,       2.631569827,      -4.293586932,      0.1658031814
          0,           0,         365,       -2.98276764,      0.2644602456,     -0.7861338918,       2.489060255,      -4.319983922,      0.1394060434
          0,           0,         366,      -2.871427229,      0.3430720361,     -0.7284852647,        2.61019108,      -4.232720929,      0.2266692267
          0,           0,         367,      -2.724883437,      0.3818201837,     -0.6110981314,       2.754857641,      -4.197222813,      0.2621674185
          0,           0,         368,      -2.703042732,       0.368056803,     -0.5586462543,       2.770655643,      -4.174561606,      0.2848286055
          0,           0,         369,      -2.713390384,      0.3523732661,     -0.5749785761,       2.758895655,      -4.176275901,      0.2831143115
          0,           0,         370,      -2.706496263,      0.3344285133,     -0.5875095183,       2.767181566,      -4.175350115,      0.2840400972
          0,           0,         371,      -2.725677619,      0.3062570577,     -0.5855275097,       2.744434105,       -4.16229699,      0.2970932928
          0,           0,         372,      -2.784536418,      0.2253304129,     -0.6308633814,       2.680913918,      -4.145420123,      0.3139701467
          0,           0,         373,      -2.904540573,      0.1502266856,     -0.7291814106,       2.552899244,      -4.168288384,      0.2911018331
          0,           0,         374,      -2.848669295,      0.2674233592,     -0.7562871876,       2.617731342,      -4.137905668,      0.3214846764
          0,           0,         375,      -2.763767036,      0.2929011352,     -0.6494728771,       2.707986702,      -4.067248612,      0.3921417036
          0,           0,         376,      -2.761977179,      0.2040480276,     -0.6035053401,       2.699804149,      -4.148270724,       0.311119576
          0,           0,         377,       -2.89194316,      0.2374930399,     -0.8202635504,       2.578567826,      -4.227781003,      0.2316092732
          0,           0,         378,      -2.801999153,      0.2701418262,     -0.6838136477,       2.674839444,      -4.164655184,       0.294735114
          0,           0,         379,      -2.804872674,      0.2395472249,      -0.621504399,       2.661310685,      -4.181387363,      0.2780028389
          0,           0,         380,      -2.900560434,      0.2687934655,     -0.7026748446,       2.568368234,      -4.234961121,      0.2244289361
          0,           0,         381,      -2.844759791,      0.3300889449,     -0.6976641481,       2.634616701,      -4.213737699,      0.2456524886
          0,           0,         382,      -2.732228568,      0.3683579144,     -0.6099451095,       2.746977533,      -4.215300173,      0.2440901007
          0,           0,         383,      -2.722149788,      0.3570185826,     -0.5678095831,        2.75190027,      -4.182011048,      0.2773791971
          0,           0,         384,       -2.73139406,      0.3310970877,     -0.5876810686,       2.740606621,      -4.191050683,       0.268339493
          0,           0,         385,      -2.736088653,      0.3045312566,      -0.600652762,       2.736484374,      -4.185335299,      0.2740549441
          0,           0,         386,      -2.764823386,       0.306316215,     -0.6142890442,       2.704030302,      -4.150992926,      0.3083972981
          0,           0,         387,      -2.736976967,       0.313862419,     -0.6255646246,       2.733071233,      -4.173816508,      0.2855737753
          0,           0,         388,      -2.735392946,      0.2941299109,     -0.5948849893,       2.736379308,      -4.114160615,      0.3452297415
          0,           0,         389,      -2.779295494,      0.2084356173,     -0.6156853243,       2.682549548,      -4.176597729,      0.2827926286
          0,           0,         390,      -2.951596548,      0.1980659941,     -0.7166713884,       2.514573106,      -4.271162431,       0.188227844
          0,           0,         391,      -2.866066156,      0.2988852368,     -0.6717617972,       2.611960231,      -4.202376916,      0.2570134423
          0,           0,         392,      -2.756701822,      0.3122968829,     -0.5975533611,       2.721819324,      -4.189241313,      0.2701489946
          0,           0,         393,      -2.805675601,      0.2205117759,     -0.5848671834,       2.665368998,      -4.280235885,      0.1791544534
          0,           0,         394,       -3.00932939,      0.1412806024,      -0.744163876,       2.448217467,      -4.427348669,     0.03204144164
          0,           0,         395,      -3.027553374,        0.21313534,     -0.7913915736,       2.443881617,      -4.452787166,    0.006602559387
          0,           0,         396,      -3.007275145,      0.2900410689,     -0.7944164216,       2.472177001,      -4.427402909,     0.03198711034
          0,           0,         397,      -2.896643598,      0.3512649236,     -0.7171351945,       2.586232217,      -4.284742737,      0.1746474028
          0,           0,         398,       -2.73491043,      0.3858887735,     -0.5869225659,        2.74430854,      -4.205958576,      0.2534316871
          0,           0,         399,       -2.71504917,      0.3637444716,     -0.5444922978,        2.75933545,      -4.177074145,      0.2823161469
          0,           0,         400,      -2.736748789,      0.3239305898,     -0.5737732925,       2.735023438,      -4.207673316,      0.2517169098
          0,           0,         401,      -2.770032197,      0.2660962113,     -0.6058914814,        2.70215414,      -4.181179573,      0.2782106545
          0,           0,         402,      -2.828720777,      0.1983773625,     -0.6635273419,       2.634622936,      -4.172569838,      0.2868204651
          0,           0,         403,      -2.830129452,      0.2266769184,     -0.7485218794,        2.63468785,      -4.160233352,      0.2991569341
          0,           0,         404,      -2.814693557,      0.2733854692,     -0.7193387988,       2.657032904,      -4.181091441,      0.2782987453
          0,           0,         405,       -2.76472651,      0.2932934505,     -0.6944148587,       2.710268426,      -4.225557668,      0.2338324951
          0,           0,         406,      -2.753697871,      0.3051780768,     -0.6252096679,       2.719714012,       -4.25852762,      0.2008625009
          0,           0,         407,      -2.758216242,      0.3359699135,     -0.6144688401,       2.715710763,      -4.224313865,      0.2350762472
          0,           0,         408,      -2.736202144,      0.2889437841,      -0.583146118,        2.73423781,       -4.17955559,      0.2798345458
          0,           0,         409,      -2.803121584,      0.1966611772,     -0.6542477279,       2.661109289,      -4.190275235,      0.2691150072
          0,           0,         410,      -2.880398253,      0.1887406148,     -0.7340274609,       2.580862115,      -4.280807362,      0.1785828274
          0,           0,         411,      -2.999238411,      0.2439882219,     -0.7887463687,       2.471435804,      -4.287034321,      0.1723557054
          0,           0,         412,      -2.892055668,      0.3158034921,      -0.737788656,       2.590077682,      -4.264382523,       0.195007651
          0,           0,         413,      -2.744865054,      0.3650937435,     -0.6008917414,       2.735402559,      -4.246815235,      0.2125749776
          0,           0,         414,      -2.732497909,      0.3691259693,       -0.57115343,       2.743896176,      -4.250105353,       0.209284953
          0,           0,         415,      -2.742572777,      0.3709995015,     -0.5899490048,       2.732767738,      -4.285347214,      0.1740429041
          0,           0,         416,      -2.738118069,       0.373079848,     -0.5863943372,       2.739169878,      -4.238595941,      0.2207943732
          0,           0,         417,      -2.725376697,      0.3701573222,     -0.5750846499,       2.750302649,      -4.202894883,      0.2564952993
          0,           0,         418,      -2.720754554,      0.3532845422,     -0.5754181208,       2.753984616,      -4.228217942,      0.2311721575
          0,           0,         419,      -2.745732132,      0.3224034215,     -0.5740915302,       2.729011447,       -4.18724886,      0.2721414524
          0,           0,         420,      -2.766913481,      0.2551699035,     -0.6069837607,       2.703765578,      -4.185779337,       0.273610844
          0,           0,         421,      -2.853903701,      0.1642483139,     -0.6867853845,       2.609142233,      -4.164157064,      0.2952331851
          0,           0,         422,      -2.847655511,      0.2056979628,     -0.7324038679,       2.617583543,      -4.182624503,      0.2767658238
          0,           0,         423,      -2.844548036,      0.2427401545,     -0.7298294393,       2.630283314,      -4.164862468,      0.2945278515
          0,           0,         424,      -2.793366682,      0.2483951239,     -0.6753613627,       2.680294323,      -4.132458324,      0.3269320306
          0,           0,         425,      -2.826200757,      0.1989447852,     -0.6608244908,       2.643072697,      -4.242016702,      0.2173734585
          0,           0,         426,      -2.927490795,      0.2514071044,     -0.7511234426,       2.541458638,      -4.245307866,      0.2140821997
          0,           0,         427,      -2.843212797,      0.3361930733,     -0.7279698429,       2.635500976,      -4.206829207,      0.2525609621
          0,           0,         428,      -2.724737645,      0.3667320273,     -0.6140379455,       2.753690768,      -4.220851355,      0.2385387913
          0,           0,         429,      -2.725370291,      0.3561860845,     -0.5759059303,       2.749315927,      -4.202404829,      0.2569854042
          0,           0,         430,      -2.735245324,      0.3365585869,     -0.5999080202,        2.73587329,      -4.219035332,      0.2403549265
          0,           0,         431,      -2.738182323,      0.3345742332,     -0.5993564976,       2.734221951,      -4.157874775,      0.3015154982
          0,           0,         432,      -2.732338692,      0.2961082016,       -0.58312557,       2.737274224,      -4.147132835,      0.3122573493
          0,           0,         433,      -2.807216631,      0.2256907561,     -0.6513488782,       2.658176841,       -4.24481483,       0.214575379
          0,           0,         434,      -2.934561534,      0.2610718534,     -0.7472814208,       2.532822631,      -4.245109169,      0.2142810182
          0,           0,         435,      -2.828272472,      0.3465373678,     -0.7126072144,       2.649726305,      -4.204013034,      0.2553771118
          0,           0,         436,       -2.71810704,      0.3745010789,     -0.6027603155,       2.761330586,      -4.190556698,      0.2688334739
          0,           0,         437,      -2.712178337,      0.3600714029,     -0.5611586809,       2.762220313,      -4.179932371,      0.2794578077
          0,           0,         438,      -2.724382564,      0.3455064841,     -0.5914529828,       2.747702247,      -4.185668143,      0.2737220948
          0,           0,         439,      -2.713671636,      0.3296720124,     -0.5868992976,       2.759901902,      -4.165511394,      0.2938788671
          0,           0,         440,      -2.720387457,      0.3053363243,     -0.5691939666,       2.748969721,      -4.143761597,      0.3156287106
          0,           0,         441,      -2.771507058,      0.1975028799,     -0.6144968399,       2.693173355,      -4.245474922,      0.2139152196
          0,           0,         442,      -2.973984413,     0.01631181998,     -0.7575382451,       2.479821011,      -4.333607196,      0.1257830252
          0,           0,         443,       -3.02125777,   -0.009634826115,     -0.8275082491,       2.436804843,      -4.342054204,      0.1173357736
          0,           0,         444,      -3.058658181,       0.146124924,     -0.8549744976,       2.401673289,      -4.210067307,      0.2493229361
          0,           0,         445,      -2.932654997,      0.2575098567,     -0.8498658494,       2.533524841,      -4.174813599,      0.2845765654
          0,           0,         446,       -2.78107071,      0.2696536557,     -0.6591483278,       2.691207506,      -4.115057348,       0.344333047
          0,           0,         447,      -2.783580104,      0.1831519557,     -0.5818632255,       2.681836705,      -4.185951782,       0.273438514
          0,           0,         448,       -2.88957694,      0.2581982048,     -0.7744134004,       2.583289535,      -4.258397956,      0.2009922521
          0,           0,         449,      -2.778073968,      0.3082035116,      -0.669117802,       2.697782828,      -4.178686032,      0.2807040951
          0,           0,         450,      -2.819578319,      0.2431042515,     -0.6424435519,       2.648457401,      -4.230323234,      0.2290668842
          0,           0,         451,      -2.931338024,      0.2463260625,     -0.7587222842,       2.536401885,      -4.270437832,      0.1889522339
          0,           0,         452,      -2.851729817,      0.3276371255,     -0.7118451839,       2.627703001,      -4.179045732,      0.2803444309
          0,           0,         453,      -2.718916993,      0.3643448917,     -0.6053104706,       2.758759744,      -4.181030801,      0.2783593102
          0,           0,         454,       -2.71971737,       0.346833911,     -0.5778468525,         2.7534064,      -4.237151614,      0.2222384836
          0,           0,         455,      -2.767026973,      0.3237161244,     -0.6037973369,       2.706568619,      -4.271415876,      0.1879743342
          0,           0,         456,      -2.783750789,      0.3079213685,     -0.6197228501,       2.690221135,      -4.301745331,      0.1576447973
          0,           0,         457,      -2.849376108,      0.3100737379,     -0.6727945559,         2.6234399,      -4.385446259,     0.07394369744
          0,           0,         458,      -2.829791293,       0.350574377,     -0.6753587832,       2.650007469,      -4.289575959,      0.1698140307
          0,           0,         459,       -2.73321982,      0.3859582075,     -0.5993425505,       2.746320392,       -4.22528189,      0.2341082115
          0,           0,         460,      -2.711991436,      0.3632866104,     -0.5587825107,       2.761232508,      -4.202828671,      0.2565615238
          0,           0,         461,      -2.742922655,      0.3153844469,      -0.579065851,       2.729434049,         -4.220885,      0.2385051619
          0,           0,         462,      -2.783090307,      0.2571558876,     -0.6174609203,        2.68870403,      -4.218251031,      0.2411391846
          0,           0,         463,      -2.869817749,      0.2041952836,     -0.6822734994,       2.592920269,      -4.168356813,      0.2910334187
          0,           0,         464,      -2.838960731,      0.2399990269,     -0.7373641617,       2.623863791,      -4.184563698,      0.2748265971
          0,           0,         465,      -2.841854545,      0.2874746205,     -0.7127420315,       2.632512429,      -4.191702239,      0.2676880481
          0,           0,         466,      -2.756588885,      0.3212367128,     -0.6777250052,       2.717935654,      -4.188530575,      0.2708595845
          0,           0,         467,      -2.737167016,      0.3296605851,     -0.6277585395,       2.737218404,      -4.228815547,      0.2305745575
          0,           0,         468,      -2.733347618,      0.3676645112,     -0.6200328939,        2.74109842,       -4.21801857,      0.2413715406
          0,           0,         469,      -2.712029404,      0.3573891729,     -0.5751536319,       2.760380407,      -4.182420317,      0.2769698567
          0,           0,         470,      -2.738383666,      0.3251863036,      -0.584758015,       2.734356628,      -4.197093403,      0.2622968011
          0,           0,         471,       -2.76829922,      0.2879644612,     -0.6199610704,       2.702259655,      -4.213195983,      0.2461940939
          0,           0,         472,      -2.829668231,      0.2745771208,     -0.6843025175,       2.638717143,      -4.243804411,      0.2155857124
          0,           0,         473,      -2.794606684,      0.3193684393,     -0.6844718166,       2.679404858,      -4.165399522,      0.2939906895
          0,           0,         474,      -2.718158864,      0.3028066597,     -0.5931598832,       2.754786764,      -4.144121076,      0.3152692097
          0,           0,         475,      -2.784000386,      0.2347963957,     -0.6002992166,       2.679833747,      -4.153625043,      0.3057652423
          0,           0,         476,      -2.912091889,      0.2540565325,     -0.7042028562,       2.554687806,      -4.230588462,      0.2288016127
          0,           0,         477,       -2.84001555,      0.3188318841,      -0.688892073,       2.638213856,      -4.181850497,      0.2775397901
          0,           0,         478,      -2.731953501,      0.3517501767,     -0.5974316028,       2.747040703,      -4.175679763,      0.2837105131
          0,           0,         479,      -2.717756612,      0.3158597064,     -0.5486712937,       2.754778759,      -4.173696925,      0.2856932836
          0,           0,         480,       -2.75921802,      0.2603621695,      -0.596846111,       2.709511986,      -4.168742627,      0.2906476066
          0,           0,         481,      -2.801942941,      0.2394935503,     -0.6131214642,       2.664703633,      -4.146245891,      0.3131443487
          0,           0,         482,      -2.873205541,      0.2642730497,     -0.6899938481,       2.592226077,      -4.199216072,      0.2601740156
          0,           0,         483,      -2.821133411,      0.3297215772,     -0.6837242406,       2.654921101,      -4.171681455,      0.2877088022
          0,           0,         484,      -2.718231752,      0.3590886626,       -0.58195998,       2.759676613,      -4.181692059,       0.277698179
          0,           0,         485,      -2.718432923,      0.3399186863,     -0.5642794387,       2.755945547,      -4.195247386,      0.2641428691
          0,           0,         486,      -2.723818325,      0.3358011248,     -0.5900339942,        2.74674768,      -4.185714045,      0.2736762024
          0,           0,         487,      -2.718266794,      0.2965734662,     -0.5868350705,       2.750637959,      -4.182087157,      0.2773030807
