"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          38,      -2.771654482,      0.2574318981,     -0.5908431055,       2.699290645,      -3.639849211,      0.8195479517
          0,           0,          39,      -2.827439747,      0.1128828864,      -0.660788647,       2.631039153,      -3.650152288,       0.809245275
          0,           0,          40,       -2.93166893,      0.0385788926,     -0.7690505598,       2.525858972,      -3.661113413,      0.7982845805
          0,           0,          41,      -3.057762787,      0.1669961236,     -0.8603081319,       2.405590675,      -3.660778332,      0.7986197192
          0,           0,          42,      -2.957448443,      0.2659517769,     -0.8328050223,       2.512015777,      -3.660466905,      0.7989311729
          0,           0,          43,      -2.838875668,      0.2466029792,      -0.709138598,       2.635666188,      -3.662871143,      0.7965270561
          0,           0,          44,      -2.791443383,       0.272282143,     -0.6563269963,       2.682714648,      -3.668067799,      0.7913306045
          0,           0,          45,      -2.793981971,      0.3213329701,     -0.6800851768,       2.680950831,      -3.675646438,      0.7837522683
          0,           0,          46,      -2.749731006,      0.3717337553,     -0.6292941223,       2.727820051,      -3.676098808,       0.783299919
          0,           0,          47,       -2.71173704,      0.3623885951,     -0.5592550669,       2.760575816,      -3.676326728,      0.7830720034
          0,           0,          48,      -2.726965595,      0.3239216091,     -0.5718012499,       2.745137388,      -3.679137701,      0.7802611108
          0,           0,          49,      -2.755186308,       0.265881899,     -0.6106604762,       2.715677518,      -3.684879338,      0.7745196643
          0,           0,          50,      -2.823879034,      0.2097157981,     -0.6680730264,       2.641127448,      -3.680926872,       0.778471946
          0,           0,          51,      -2.779372761,      0.2032784787,     -0.6863822276,        2.68469296,      -3.680174463,      0.7792242676
          0,           0,          52,      -2.793701718,      0.2044055827,     -0.7266845015,       2.674163896,      -3.693147132,      0.7662520441
          0,           0,          53,      -2.793929355,      0.2403919001,     -0.7222800238,       2.679093211,      -3.692206451,      0.7671926364
          0,           0,          54,      -2.771968892,        0.23199706,     -0.6768999688,       2.696989309,      -3.698874738,       0.760524541
          0,           0,          55,      -2.813983578,      0.2757811585,     -0.7464185349,        2.65659888,      -3.709724654,      0.7496749791
          0,           0,          56,      -2.776631344,      0.3213283704,      -0.700022783,       2.701923696,      -3.718140355,      0.7412595628
          0,           0,          57,      -2.739560054,      0.3293165622,       -0.61451593,       2.733579178,      -3.720906156,       0.738493774
          0,           0,          58,      -2.747655826,      0.3191721344,     -0.6099581555,       2.725329565,      -3.726215256,       0.733184812
          0,           0,          59,      -2.777470328,      0.2484406553,     -0.6211999408,       2.691494622,      -3.729528695,      0.7298714173
          0,           0,          60,      -2.885240807,      0.1551154701,     -0.6997195223,       2.575253772,      -3.729847983,      0.7295520277
          0,           0,          61,      -2.897991472,       0.146467591,     -0.7533548341,       2.562319276,      -3.744326352,      0.7150741794
          0,           0,          62,      -3.017855158,      0.2444754569,     -0.8092507673,       2.450398438,      -3.753959262,      0.7054416181
          0,           0,          63,      -2.908793377,       0.338382874,      -0.735891625,        2.57435408,      -3.753065793,      0.7063349029
          0,           0,          64,      -2.741298702,      0.3682671127,     -0.5986368829,       2.738283008,       -3.75691002,      0.7024907214
          0,           0,          65,      -2.741478592,      0.3557732067,     -0.5677423956,       2.734364899,      -3.759504702,      0.6998960114
          0,           0,          66,      -2.761582015,      0.3319747975,     -0.5939336596,        2.71109579,      -3.762929746,      0.6964709703
          0,           0,          67,       -2.78216627,      0.2728887658,     -0.6050680726,       2.689885282,      -3.763886713,      0.6955138908
          0,           0,          68,      -2.849060369,      0.2158328344,     -0.6678671708,       2.613840858,      -3.763804744,      0.6955957124
          0,           0,          69,      -2.821045788,      0.1706051112,     -0.7213246259,       2.635302024,      -3.777002384,      0.6823985319
          0,           0,          70,      -2.920266393,      0.1876454006,     -0.7667737073,       2.539610387,      -3.783638452,       0.675762608
          0,           0,          71,      -2.887565462,      0.2552011749,      -0.801979081,       2.577648023,      -3.781037844,      0.6783628863
          0,           0,          72,      -2.808756752,       0.265321241,     -0.7391825033,       2.662694833,      -3.791739564,      0.6676615022
          0,           0,          73,      -2.778545006,      0.2907328255,     -0.6909990943,       2.695179135,      -3.790411515,      0.6689892837
          0,           0,          74,      -2.746735436,      0.3145410487,     -0.6460356749,       2.726027622,       -3.80265828,      0.6567429022
          0,           0,          75,      -2.738737921,      0.3689781534,     -0.6267970526,       2.736276423,      -3.806717725,      0.6526834486
          0,           0,          76,      -2.711133329,      0.3487936907,     -0.5650913237,       2.761833796,      -3.800868878,        0.65853181
          0,           0,          77,      -2.709357458,      0.3114571071,     -0.5718468588,       2.761324832,      -3.790129325,      0.6692706848
          0,           0,          78,      -2.715047758,      0.2663198259,     -0.6195500024,       2.750675017,      -3.800591599,      0.6588086695
          0,           0,          79,      -2.779257412,      0.2788602997,     -0.6904134416,       2.689326004,      -3.822281221,      0.6371198367
          0,           0,          80,      -2.754758712,      0.3190772619,     -0.6919387414,       2.722459938,      -3.830358998,      0.6290422409
          0,           0,          81,      -2.743771323,      0.3152103542,      -0.609980816,       2.728259773,      -3.828381681,      0.6310192367
          0,           0,          82,      -2.754740903,      0.2933153051,     -0.5910913989,       2.716417474,      -3.825397085,      0.6340034236
          0,           0,          83,      -2.800437373,      0.2365063715,     -0.6225025212,        2.66487143,      -3.847081841,      0.6123194979
          0,           0,          84,       -2.95452791,      0.2622244561,     -0.7372710231,       2.513951202,      -3.861985001,      0.5974168117
          0,           0,          85,      -2.860828604,       0.338221448,      -0.702031943,        2.61943626,      -3.858842024,       0.600559395
          0,           0,          86,      -2.730099285,      0.3705128486,     -0.5979592377,       2.750008866,      -3.860582941,      0.5988182667
          0,           0,          87,      -2.719934954,      0.3529829032,     -0.5621247365,       2.754726926,      -3.864639156,      0.5947619408
          0,           0,          88,      -2.743339955,      0.3225976338,     -0.5905394446,       2.728936107,      -3.869167993,      0.5902330248
          0,           0,          89,      -2.767664396,      0.2583021105,     -0.5977802629,       2.704320322,       -3.87323084,      0.5861700943
          0,           0,          90,      -2.840751631,      0.1992289739,     -0.6590149227,        2.62341154,      -3.867801547,      0.5915988077
          0,           0,          91,       -2.80996503,       0.241356068,      -0.721549406,       2.656152194,      -3.862129631,      0.5972701687
          0,           0,          92,      -2.784318045,      0.2633720595,     -0.7104039082,       2.686060717,      -3.879357679,      0.5800425676
          0,           0,          93,       -2.77920842,      0.2688995731,     -0.6942143465,       2.693956948,       -3.90061595,       0.558784976
          0,           0,          94,      -2.790204963,      0.2641186517,     -0.6278243385,       2.683713199,       -3.89988612,      0.5595144172
          0,           0,          95,      -2.811102518,      0.2333137038,     -0.6472411676,       2.655995136,      -3.898882282,      0.5605178525
          0,           0,          96,      -2.850165356,      0.1914572443,     -0.6674999305,       2.610044483,      -3.917698879,      0.5417017499
          0,           0,          97,      -2.955188591,      0.2461373881,     -0.7366008714,       2.512542235,      -3.925592822,      0.5338077464
          0,           0,          98,       -2.85576557,      0.3247892655,     -0.7041963589,       2.623270752,      -3.905288843,      0.5541104473
          0,           0,          99,      -2.713387795,      0.3473375967,     -0.5878507014,       2.763401493,      -3.916818316,      0.5425810767
          0,           0,         100,      -2.723745002,       0.326032097,     -0.5562866205,       2.749420937,      -3.925261038,      0.5341383509
          0,           0,         101,      -2.747511637,      0.2842129499,     -0.5760759848,       2.720987976,      -3.921517964,      0.5378808782
          0,           0,         102,      -2.804309101,       0.154754967,     -0.6011614742,       2.660535718,      -3.948668842,      0.5107306859
          0,           0,         103,      -3.063083249,      0.1281076904,     -0.7751077111,       2.384594916,      -3.977786845,      0.4816135331
          0,           0,         104,      -2.986149033,      0.2556719773,     -0.7692283413,       2.484267647,      -3.935602155,      0.5237960828
          0,           0,         105,      -2.815996473,      0.2824192345,     -0.7067182738,       2.655158364,      -3.947219642,      0.5121786463
          0,           0,         106,      -2.759681254,      0.2980604923,     -0.6229936607,       2.716703973,      -3.939805158,      0.5195925055
          0,           0,         107,      -2.765859543,      0.2740224941,     -0.6188188612,       2.707819457,      -3.947305293,      0.5120922406
          0,           0,         108,      -2.821578958,       0.287290205,      -0.751974635,       2.649582858,      -3.978750492,      0.4806477004
          0,           0,         109,      -2.778746762,      0.3319944596,     -0.7381221675,       2.700692349,      -3.982687203,      0.4767107318
          0,           0,         110,      -2.737114099,       0.342856842,     -0.6321866563,       2.737452076,      -3.978245928,      0.4811514364
          0,           0,         111,        -2.7217236,      0.3658227968,     -0.6124959361,       2.752964316,      -3.980101368,      0.4792956536
          0,           0,         112,      -2.704258984,      0.3420707285,     -0.5761590418,        2.76829742,      -3.982139123,      0.4772575727
          0,           0,         113,      -2.743105273,      0.2896978466,     -0.5905863561,       2.729018377,      -3.983572011,       0.475824346
          0,           0,         114,      -2.799432072,      0.2038528906,     -0.6462837007,       2.667906031,      -4.000786085,      0.4586103998
          0,           0,         115,       -2.90159367,      0.2211810832,     -0.7465482701,       2.559641712,      -3.980137148,      0.4792584039
          0,           0,         116,      -2.774320918,      0.3035886337,     -0.6897682014,       2.692085278,      -3.971094211,      0.4883007881
          0,           0,         117,      -2.707832644,      0.3234677371,     -0.6096677141,       2.765657279,      -3.962527501,      0.4968670504
          0,           0,         118,       -2.72423058,      0.2678864382,     -0.5836948452,       2.741846672,      -3.962468483,      0.4969257161
          0,           0,         119,      -2.802856267,      0.2537818625,     -0.7465407122,       2.663741878,      -4.034199664,      0.4251956575
          0,           0,         120,      -2.796152888,      0.2819133907,     -0.7046026281,       2.683064246,       -4.04711368,      0.4122815175
          0,           0,         121,      -2.792727702,      0.2233097541,     -0.6255078014,       2.679449193,       -4.05353785,      0.4058571421
          0,           0,         122,      -2.874628158,      0.1811463757,     -0.6807581686,       2.590598096,      -4.036554169,       0.422840161
          0,           0,         123,      -2.888444357,      0.1775075031,     -0.6888034729,       2.573230189,      -4.051651558,      0.4077426701
          0,           0,         124,      -2.967884397,      0.2293937938,     -0.7804141352,       2.500622773,        -4.0532395,      0.4061544008
          0,           0,         125,      -2.871324083,      0.3060965699,     -0.7068710436,       2.609371871,      -4.067828217,      0.3915655432
          0,           0,         126,      -2.746192728,       0.345797678,     -0.5984935031,       2.732996412,      -4.038733701,      0.4206594384
          0,           0,         127,      -2.725109037,      0.3287236544,     -0.5512503372,       2.748792297,      -4.039349176,      0.4200436208
          0,           0,         128,      -2.751386801,       0.287025206,     -0.5913218394,       2.717934426,      -4.041402966,      0.4179896664
          0,           0,         129,      -2.811447571,      0.2228211082,     -0.6117198959,       2.656717563,      -4.054505244,      0.4048872939
          0,           0,         130,      -2.906896885,      0.2186282341,     -0.6975864776,       2.559121672,      -4.065730846,      0.3936616021
          0,           0,         131,       -2.81459561,      0.3058079626,      -0.680911963,       2.659889556,      -4.016322066,      0.4430697669
          0,           0,         132,      -2.705389784,      0.2921086645,     -0.5880277754,       2.767973659,      -4.031566848,      0.4278248569
          0,           0,         133,      -2.787416615,      0.2223048049,     -0.5971526861,       2.679443147,      -4.064187373,      0.3952044185
          0,           0,         134,      -2.939576626,      0.2497334921,     -0.7508632059,       2.526620736,      -4.123849728,      0.3355422302
          0,           0,         135,      -2.869055764,      0.3200979727,     -0.7206749325,       2.610131095,      -4.095940078,      0.3634514715
          0,           0,         136,      -2.743577745,      0.3527558845,     -0.6158495555,         2.7355608,      -4.091105865,      0.3682854597
          0,           0,         137,      -2.727581809,      0.3358875531,     -0.5572634306,       2.745407784,      -4.068314521,      0.3910765965
          0,           0,         138,      -2.737848741,      0.2925117472,     -0.5803951384,        2.73017034,      -4.062465312,      0.3969255959
          0,           0,         139,      -2.800046079,      0.1664608833,     -0.6193723705,        2.66437589,      -4.107170575,      0.3522202833
          0,           0,         140,      -3.000369625,     0.08352876611,     -0.7476902386,       2.450063428,      -4.125442842,       0.333947911
          0,           0,         141,      -2.921246662,      0.2063278735,     -0.7264885472,       2.544243236,      -4.089028728,      0.3703619203
          0,           0,         142,      -2.843828266,      0.2547293667,     -0.7085071294,       2.630831334,      -4.073451167,      0.3859393711
          0,           0,         143,      -2.761563536,      0.2545530047,     -0.6118046774,       2.711624072,      -4.066201179,      0.3931892746
          0,           0,         144,      -2.824901332,      0.2117007083,     -0.6204579717,       2.645645909,      -4.138369185,      0.3210211712
          0,           0,         145,      -2.934623843,      0.2549331184,     -0.7414094868,       2.534544406,       -4.14403755,      0.3153525845
          0,           0,         146,      -2.843396687,      0.3328619575,     -0.7338145438,       2.634921489,      -4.131729257,       0.327660834
          0,           0,         147,      -2.734515787,      0.3640406522,     -0.6253667199,       2.744670274,      -4.157717325,      0.3016726401
          0,           0,         148,      -2.739875174,      0.3502464805,     -0.5789345525,       2.735618424,      -4.154607413,      0.3047824392
          0,           0,         149,      -2.758803777,       0.316129697,     -0.6061454934,       2.713350216,      -4.141197415,       0.318192423
          0,           0,         150,      -2.773962492,      0.2481571882,     -0.6114448976,       2.696741352,      -4.128878022,      0.3305117852
          0,           0,         151,      -2.866387348,      0.1451873833,     -0.6886460652,       2.594070539,       -4.14042063,      0.3189691046
          0,           0,         152,      -2.930365589,      0.1784521268,      -0.757846887,       2.529146088,      -4.208298582,      0.2510909419
          0,           0,         153,       -3.02942187,      0.2670558805,      -0.780652879,       2.445205928,      -4.220853427,      0.2385359601
          0,           0,         154,      -2.896599067,      0.3330962555,     -0.7288435394,       2.587206966,      -4.167465587,      0.2919239234
          0,           0,         155,      -2.734415926,       0.362459238,     -0.5984056877,       2.744884191,      -4.161160625,      0.2982288969
          0,           0,         156,      -2.735582968,      0.3436628771,     -0.5725257982,       2.739965754,      -4.153740125,      0.3056495468
          0,           0,         157,      -2.761483556,      0.3098594185,     -0.5896893763,       2.710597565,      -4.152020506,      0.3073691895
          0,           0,         158,      -2.788248067,      0.2300984057,     -0.6077180668,       2.681813888,      -4.126886713,      0.3325030287
          0,           0,         159,      -2.884172789,      0.1620289212,     -0.6916506736,       2.575574443,      -4.128985951,      0.3304037127
          0,           0,         160,      -2.855533376,      0.2089450558,     -0.7076362719,       2.610041988,      -4.064476799,       0.394913015
          0,           0,         161,      -2.801898444,      0.2239385796,     -0.6830254003,       2.666881388,       -4.12994379,      0.3294458168
          0,           0,         162,      -2.793071695,      0.2403787742,     -0.6785383071,       2.680237376,      -4.106274653,      0.3531151748
          0,           0,         163,      -2.781754231,       0.221088352,     -0.6543871054,       2.688911225,      -4.127819599,      0.3315701327
          0,           0,         164,      -2.824287056,      0.2510186989,     -0.7426751272,       2.646074255,      -4.143268853,       0.316120852
          0,           0,         165,      -2.792395698,      0.2680531971,     -0.7016925248,       2.682856573,      -4.150271578,      0.3091182148
          0,           0,         166,      -2.833102279,      0.2234082819,      -0.643003412,       2.637261761,      -4.206967239,      0.2524222895
          0,           0,         167,      -2.946376645,      0.2504976505,     -0.7305757712,       2.523693993,      -4.221517796,      0.2378717058
          0,           0,         168,       -2.86980344,      0.3257416603,     -0.7049535221,       2.611533791,      -4.193523533,      0.2658662118
          0,           0,         169,      -2.740108302,      0.3640068446,     -0.6113139044,       2.739919734,      -4.174896426,       0.284493405
          0,           0,         170,      -2.720601643,      0.3571256143,      -0.573262553,       2.754356206,      -4.173898537,       0.285491391
          0,           0,         171,      -2.721802519,      0.3580752686,     -0.5825964446,       2.751644361,      -4.158638538,      0.3007513649
          0,           0,         172,      -2.705917558,      0.3382101513,     -0.5801076574,       2.768062956,      -4.143268074,         0.3161219
          0,           0,         173,      -2.722944969,      0.3038899059,     -0.5837352517,        2.74726973,      -4.130074155,       0.329315962
          0,           0,         174,      -2.778729097,      0.2012358431,     -0.6342290343,       2.686961233,      -4.149088293,      0.3103017532
          0,           0,         175,       -2.95189975,      0.1188795183,       -0.75401902,       2.504714866,      -4.186505209,      0.2728848729
          0,           0,         176,      -2.900610248,      0.2372655981,     -0.7600943463,       2.565181357,      -4.170044061,      0.2893461414
          0,           0,         177,      -2.836551022,      0.2273245973,      -0.691294891,       2.636423473,      -4.109342807,      0.3500474084
          0,           0,         178,      -2.857296721,       0.142545916,     -0.6848574034,       2.610195202,      -4.196575133,      0.2628148815
          0,           0,         179,      -2.988789416,      0.1423755854,     -0.8309418632,       2.477673158,      -4.372868826,     0.08652120901
          0,           0,         180,      -3.083634823,      0.2720419386,      -0.853377535,       2.399098973,      -4.359907604,     0.09948258348
          0,           0,         181,      -2.912298704,      0.3523333415,     -0.7480427862,       2.573149619,      -4.281367916,      0.1780223969
          0,           0,         182,      -2.745601252,      0.3847211247,     -0.6067593851,       2.735751612,       -4.24122239,      0.2181680452
          0,           0,         183,       -2.73285847,      0.3762383009,     -0.5587000427,       2.743910273,      -4.215761252,      0.2436292587
          0,           0,         184,      -2.736719521,      0.3697721872,     -0.5777478958,       2.738247777,      -4.238919708,      0.2204705297
          0,           0,         185,      -2.735130392,      0.3670596315,     -0.5915109622,       2.742435502,       -4.24736552,       0.212024881
          0,           0,         186,       -2.73510333,       0.365996481,     -0.5876218771,       2.740955035,      -4.237302276,      0.2220883451
          0,           0,         187,      -2.731276457,      0.3586001388,     -0.5874960607,       2.743726965,      -4.209097588,      0.2502929919
          0,           0,         188,      -2.741869766,      0.3235263528,     -0.5777966751,       2.732402194,      -4.207562496,      0.2518281345
          0,           0,         189,      -2.789853348,      0.2610514949,     -0.6197384875,       2.681628504,      -4.177430654,      0.2819600341
          0,           0,         190,      -2.853313577,      0.1993836732,     -0.6816961851,       2.608675384,      -4.129934998,      0.3294556837
          0,           0,         191,      -2.820665043,       0.229008979,     -0.7318631651,       2.641803365,      -4.139166561,      0.3202241242
          0,           0,         192,      -2.826401732,       0.206737648,     -0.6890006291,       2.643180046,      -4.162776595,      0.2966140874
          0,           0,         193,      -2.827521755,      0.2172630288,     -0.7249989525,       2.641636605,      -4.174795329,      0.2845953269
          0,           0,         194,      -2.823892495,      0.2935924729,     -0.7590307502,       2.648480104,      -4.152599607,      0.3067910517
          0,           0,         195,      -2.733339676,      0.2935824923,     -0.6258100096,       2.739501068,      -4.149356159,      0.3100344699
          0,           0,         196,      -2.792068767,      0.2351251581,     -0.6099952117,       2.672489629,      -4.144076929,      0.3153137891
          0,           0,         197,      -2.874226523,      0.2692020492,      -0.707679137,       2.589664285,      -4.165281652,      0.2941090978
          0,           0,         198,      -2.817330879,      0.3331274521,     -0.6970854445,       2.657379545,      -4.209956436,      0.2494344265
          0,           0,         199,      -2.737289203,      0.3736205514,     -0.6088062618,       2.742962601,      -4.220914092,      0.2384768263
          0,           0,         200,      -2.720982184,      0.3655237211,     -0.5635167308,       2.754233968,      -4.208909564,      0.2504812761
          0,           0,         201,      -2.731152615,      0.3646625432,     -0.5936168627,       2.741189545,      -4.234625286,      0.2247655452
          0,           0,         202,      -2.729546451,      0.3605600649,     -0.5950719395,        2.74530548,      -4.221362649,      0.2380282403
          0,           0,         203,      -2.729243229,      0.3489281187,     -0.5905291333,       2.744412022,      -4.208843349,      0.2505475353
          0,           0,         204,      -2.726952077,      0.3494763062,     -0.5971338953,       2.744359362,      -4.211354932,      0.2480359924
          0,           0,         205,       -2.73261802,      0.3503626462,     -0.5903074176,        2.73899342,      -4.217283347,      0.2421076475
          0,           0,         206,      -2.741309032,      0.3434162345,     -0.6075882795,       2.732854837,      -4.264362004,      0.1950287653
          0,           0,         207,      -2.749732706,      0.3369214321,     -0.5999692529,       2.726078929,      -4.255995635,      0.2033954141
          0,           0,         208,      -2.773121224,      0.3021900085,     -0.6014689156,       2.699098886,      -4.274067469,      0.1853236965
          0,           0,         209,      -2.859373255,      0.2465467661,     -0.6620433119,       2.609047872,       -4.31852619,      0.1408648981
          0,           0,         210,      -2.885737938,      0.2521215223,     -0.7159611218,       2.585612988,      -4.335976362,      0.1234148943
          0,           0,         211,      -2.876543844,      0.3025121407,     -0.7237063504,       2.597237993,      -4.292773633,      0.1666175161
          0,           0,         212,      -2.828484031,      0.3378541378,     -0.6782510555,       2.648097291,       -4.26957153,      0.1898193832
          0,           0,         213,      -2.746528645,      0.3494950534,     -0.6017485006,       2.730556614,      -4.233180681,      0.2262102862
          0,           0,         214,       -2.79594539,      0.2933993002,     -0.5965451569,       2.673505205,      -4.266402948,        0.19298811
          0,           0,         215,       -2.95800647,      0.2853418596,     -0.7447340863,       2.509952393,      -4.367486709,     0.09190440919
          0,           0,         216,      -2.858886482,      0.3547400194,     -0.7174994643,       2.621004918,      -4.265434748,      0.1939560411
          0,           0,         217,      -2.733004477,      0.3919189422,     -0.6170547705,       2.747261543,      -4.253901267,      0.2054896464
          0,           0,         218,      -2.721808625,      0.3791786044,     -0.5638792423,       2.752160741,      -4.233678544,      0.2257122447
          0,           0,         219,      -2.732183156,      0.3669662231,     -0.5820623005,       2.740907745,      -4.253298995,      0.2060917642
          0,           0,         220,      -2.729106687,      0.3689125505,     -0.5961162927,       2.746593265,      -4.223060389,      0.2363303094
          0,           0,         221,      -2.717892827,      0.3701839186,     -0.5812098978,       2.755841115,      -4.199827792,      0.2595627907
          0,           0,         222,      -2.711044852,      0.3670186385,     -0.5876575516,        2.76194957,      -4.209417836,      0.2499727358
          0,           0,         223,      -2.713367325,      0.3545722751,      -0.581498626,        2.75981427,      -4.210095293,      0.2492954043
          0,           0,         224,       -2.72258078,      0.3320886536,     -0.5934561202,       2.750098598,      -4.214981926,      0.2444086998
          0,           0,         225,      -2.750367668,      0.2859939229,     -0.5962760375,       2.721171627,      -4.189043837,      0.2703467726
          0,           0,         226,      -2.806251618,      0.2073501614,     -0.6487221947,       2.660003836,      -4.201112693,      0.2582779014
          0,           0,         227,      -2.955715288,      0.1745491584,     -0.7829418364,       2.503987605,      -4.224680559,      0.2347100782
          0,           0,         228,      -2.883569355,      0.2897973394,     -0.7647438565,       2.587524714,      -4.143848322,      0.3155422757
          0,           0,         229,      -2.736361701,      0.3286198891,      -0.612761874,       2.738097768,      -4.046361577,      0.4130289775
          0,           0,         230,      -2.712084874,      0.2463666108,     -0.5503224784,       2.749178043,      -4.092459299,      0.3669312546
          0,           0,         231,      -2.830278231,      0.2536662427,     -0.7498793578,        2.63858245,      -4.204615938,      0.2547744796
          0,           0,         232,      -2.778219491,       0.279476583,     -0.6812394531,        2.69768697,      -4.191386023,      0.2680045462
          0,           0,         233,      -2.832904554,      0.2094629072,     -0.6402323962,       2.635801987,       -4.26727871,      0.1921119808
          0,           0,         234,      -3.001262995,      0.2252578338,     -0.7548593915,       2.468995553,      -4.264243088,      0.1951474655
          0,           0,         235,      -2.873738789,      0.3121226563,     -0.7016654168,       2.606475112,      -4.214789529,       0.244601001
          0,           0,         236,      -2.740468897,      0.3459291566,     -0.6039486546,       2.738412145,        -4.1794519,      0.2799386266
          0,           0,         237,      -2.717458419,      0.3297668237,     -0.5485317377,       2.755355508,      -4.111091367,      0.3482990332
          0,           0,         238,      -2.718855836,      0.2817135081,     -0.5683273495,        2.74851714,      -4.128955937,      0.3304345393
          0,           0,         239,       -2.79270508,      0.1669085425,     -0.6072524841,       2.673143112,      -4.190077867,      0.2693126199
          0,           0,         240,      -2.945120825,      0.2114767651,     -0.7292810904,       2.519630191,      -4.244639949,      0.2147505213
          0,           0,         241,      -2.825200933,       0.345378828,     -0.6677377018,        2.65126578,      -4.187787312,      0.2716031701
          0,           0,         242,      -2.720513577,      0.3689524569,      -0.603303512,       2.758888955,      -4.186256412,       0.273134077
