"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          39,      -3.697436775,      -1.092711674,       -2.26753975,       1.214478038,      -7.151024457
          0,           0,          40,      -3.707882363,       -1.11012199,      -2.290642713,       1.200365292,       -7.16133172
          0,           0,          41,      -3.718068711,      -1.126994096,      -2.313838907,       1.186597027,      -7.171853961
          0,           0,          42,      -3.728003046,      -1.143352867,      -2.337100353,       1.173125069,      -7.182665785
          0,           0,          43,      -3.737689154,      -1.159221291,      -2.360278608,       1.159904106,      -7.193690602
          0,           0,          44,      -3.747129533,      -1.174620687,      -2.383192378,       1.146901542,      -7.204906029
          0,           0,          45,      -3.756327616,      -1.189570985,      -2.405679074,        1.13409878,      -7.215298314
          0,           0,          46,      -3.765289829,      -1.204091116,      -2.427605584,       1.121488181,      -7.223915096
          0,           0,          47,       -3.77402592,      -1.218199395,      -2.448867302,       1.109068381,      -7.230874428
          0,           0,          48,      -3.782548016,      -1.231913803,      -2.469397753,       1.096840643,       -7.23642652
          0,           0,          49,      -3.790869264,      -1.245252065,      -2.489181414,       1.084806656,      -7.240357245
          0,           0,          50,      -3.799002418,      -1.258231502,      -2.508257621,       1.072966674,       -7.24293567
          0,           0,          51,      -3.806958891,      -1.270868734,      -2.526710145,       1.061319041,      -7.244843095
          0,           0,          52,      -3.814748198,      -1.283179367,      -2.544649571,       1.049860499,      -7.247578462
          0,           0,          53,      -3.822377836,      -1.295177784,      -2.562200681,       1.038587149,      -7.252321118
          0,           0,          54,      -3.829853599,      -1.306877124,      -2.579495123,       1.027495634,      -7.257398886
          0,           0,          55,      -3.837179976,      -1.318289426,       -2.59666452,       1.016583003,      -7.263119447
          0,           0,          56,      -3.844361089,      -1.329425842,      -2.613827859,       1.005847284,      -7.268553292
          0,           0,          57,      -3.851401241,      -1.340296851,      -2.631076822,        0.99528676,      -7.273048347
          0,           0,          58,      -3.858305245,      -1.350912428,       -2.64846599,      0.9848989939,      -7.276316561
          0,           0,          59,      -3.865078444,      -1.361282151,      -2.666013735,      0.9746807803,      -7.278554305
          0,           0,          60,      -3.871726566,      -1.371415249,      -2.683707474,      0.9646282374,      -7.279935369
          0,           0,          61,      -3.878255581,       -1.38132062,      -2.701514605,      0.9547371251,      -7.280158451
          0,           0,          62,       -3.88467144,      -1.391006816,      -2.719391256,      0.9450030657,      -7.279432994
          0,           0,          63,      -3.890979792,      -1.400482014,      -2.737285586,      0.9354215385,      -7.278209889
          0,           0,          64,      -3.897185874,      -1.409753993,      -2.755136296,       0.925987777,      -7.276615702
          0,           0,          65,      -3.903294514,       -1.41883013,      -2.772870155,      0.9166966159,      -7.274745729
          0,           0,          66,      -3.909310137,        -1.4277174,      -2.790402207,      0.9075424438,      -7.272821263
          0,           0,          67,      -3.915236774,      -1.436422398,      -2.807638865,       0.898519324,       -7.27096987
          0,           0,          68,      -3.921078115,      -1.444951367,      -2.824485104,      0.8896211686,      -7.269159004
          0,           0,          69,      -3.926837604,      -1.453310245,       -2.84085346,       0.880842088,         -7.267378
          0,           0,          70,      -3.932518389,      -1.461504682,      -2.856672831,      0.8721765976,      -7.265670012
          0,           0,          71,      -3.938123309,      -1.469540072,      -2.871894302,      0.8636197293,      -7.263893509
          0,           0,          72,      -3.943654977,      -1.477421578,      -2.886493389,      0.8551671482,      -7.261999272
          0,           0,          73,      -3.949115821,      -1.485154146,      -2.900470001,       0.846815179,      -7.260180623
          0,           0,          74,      -3.954508077,      -1.492742511,      -2.913846098,      0.8385607898,      -7.258350011
          0,           0,          75,      -3.959833808,      -1.500191208,      -2.926662116,      0.8304014573,      -7.256458306
          0,           0,          76,      -3.965094931,      -1.507504584,      -2.938974164,      0.8223351097,      -7.254593522
          0,           0,          77,      -3.970293238,       -1.51468681,      -2.950850603,       0.814360116,      -7.252855239
          0,           0,          78,      -3.975430398,      -1.521741895,       -2.96236816,        0.80647524,      -7.251195013
          0,           0,          79,      -3.980507976,      -1.528673702,      -2.973607723,      0.7986795217,      -7.249513809
          0,           0,          80,      -3.985527437,      -1.535485963,      -2.984649846,      0.7909721706,      -7.247811325
          0,           0,          81,      -3.990490169,      -1.542182295,       -2.99556987,      0.7833524833,      -7.246037091
          0,           0,          82,      -3.995397488,      -1.548766202,      -3.006433278,      0.7758197333,       -7.24421476
          0,           0,          83,       -4.00025065,       -1.55524109,      -3.017292146,      0.7683730996,      -7.242312302
          0,           0,          84,      -4.005050843,      -1.561610258,      -3.028182855,       0.761011612,      -7.240391456
          0,           0,          85,       -4.00979919,      -1.567876907,      -3.039125322,      0.7537341183,      -7.238394316
          0,           0,          86,       -4.01449675,      -1.574044133,      -3.050123732,      0.7465392843,      -7.236320144
          0,           0,          87,      -4.019144529,      -1.580114931,      -3.061168339,       0.739425624,      -7.234156119
          0,           0,          88,      -4.023743483,      -1.586092193,      -3.072238053,      0.7323915327,       -7.23192732
          0,           0,          89,       -4.02829453,      -1.591978709,      -3.083303373,      0.7254353294,      -7.229675973
          0,           0,          90,      -4.032798553,      -1.597777174,      -3.094329371,      0.7185552958,       -7.22742384
          0,           0,          91,      -4.037256411,      -1.603490183,      -3.105278529,      0.7117497083,      -7.225160439
          0,           0,          92,      -4.041668941,      -1.609120241,      -3.116113335,      0.7050168609,      -7.222901643
          0,           0,          93,      -4.046036959,      -1.614669763,      -3.126798547,      0.6983550857,      -7.220661666
          0,           0,          94,      -4.050361264,      -1.620141079,      -3.137303097,      0.6917627635,      -7.218457295
          0,           0,          95,      -4.054642637,      -1.625536434,      -3.147601571,       0.685238333,      -7.216302616
          0,           0,          96,      -4.058881847,      -1.630857996,      -3.157675274,      0.6787802981,       -7.21417335
          0,           0,          97,      -4.063079651,      -1.636107854,      -3.167512767,      0.6723872268,      -7.212075281
          0,           0,          98,      -4.067236798,      -1.641288027,      -3.177109869,      0.6660577506,      -7.209997269
          0,           0,          99,      -4.071354025,      -1.646400458,      -3.186469178,      0.6597905542,      -7.207936499
