"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,       30313,      -11.10651105,      -7.466214142,      -9.102846854,      -5.547411932,      -11.11330469
          0,           0,       30314,      -11.10653167,      -7.466235717,      -9.102866482,      -5.547431662,      -11.11334836
          0,           0,       30315,       -11.1065535,      -7.466257286,      -9.102886108,      -5.547451971,      -11.11339202
          0,           0,       30316,      -11.10657375,      -7.466278854,      -9.102905372,      -5.547471336,      -11.11343569
          0,           0,       30317,      -11.10659551,      -7.466300426,      -9.102922756,      -5.547491658,      -11.11347936
          0,           0,       30318,      -11.10661685,         -7.466322,      -9.102944481,      -5.547511722,      -11.11352304
          0,           0,       30319,      -11.10663718,      -7.466343579,      -9.102965093,      -5.547531271,      -11.11356672
          0,           0,       30320,      -11.10665881,      -7.466365147,      -9.102978616,      -5.547551373,       -11.1136104
          0,           0,       30321,       -11.1066796,      -7.466386726,      -9.103006103,      -5.547571111,      -11.11365409
          0,           0,       30322,      -11.10670081,      -7.466408307,      -9.103018486,      -5.547591084,      -11.11369778
          0,           0,       30323,      -11.10672184,      -7.466429885,      -9.103042242,      -5.547611088,      -11.11374148
          0,           0,       30324,      -11.10674293,      -7.466451462,      -9.103060663,      -5.547630907,      -11.11378518
          0,           0,       30325,      -11.10676385,      -7.466473039,      -9.103076551,      -5.547650677,      -11.11382889
          0,           0,       30326,       -11.1067842,       -7.46649462,      -9.103099258,      -5.547670107,       -11.1138726
          0,           0,       30327,      -11.10680621,      -7.466516205,      -9.103120949,      -5.547690765,      -11.11391631
          0,           0,       30328,       -11.1068273,      -7.466537789,      -9.103138124,      -5.547710596,      -11.11396002
          0,           0,       30329,       -11.1068481,      -7.466559374,      -9.103157687,      -5.547730438,      -11.11400374
          0,           0,       30330,      -11.10686885,      -7.466580962,      -9.103176818,      -5.547750075,      -11.11404747
          0,           0,       30331,      -11.10689098,      -7.466602551,      -9.103197228,       -5.54777072,       -11.1140912
          0,           0,       30332,      -11.10691147,      -7.466624136,      -9.103214172,      -5.547790262,      -11.11413493
          0,           0,       30333,      -11.10693222,      -7.466645726,      -9.103236906,        -5.5478099,      -11.11417867
          0,           0,       30334,      -11.10695327,      -7.466667314,      -9.103254905,      -5.547829817,      -11.11422241
          0,           0,       30335,      -11.10697474,      -7.466688912,      -9.103276128,      -5.547849998,      -11.11426615
          0,           0,       30336,      -11.10699604,      -7.466710501,      -9.103293921,      -5.547870059,       -11.1143099
          0,           0,       30337,      -11.10701628,      -7.466732095,      -9.103315247,      -5.547889386,      -11.11435366
          0,           0,       30338,      -11.10703778,      -7.466753695,      -9.103332231,      -5.547909674,      -11.11439742
          0,           0,       30339,      -11.10705794,      -7.466775283,      -9.103354345,      -5.547928867,      -11.11444118
          0,           0,       30340,      -11.10708019,      -7.466796889,       -9.10337314,      -5.547949586,      -11.11448494
          0,           0,       30341,      -11.10710098,      -7.466818482,      -9.103393669,      -5.547969313,       -11.1145287
          0,           0,       30342,      -11.10712242,      -7.466840089,      -9.103411654,      -5.547989398,      -11.11457248
          0,           0,       30343,      -11.10714294,      -7.466861686,      -9.103432357,      -5.548009078,      -11.11461626
          0,           0,       30344,      -11.10716456,      -7.466883292,      -9.103450944,      -5.548029213,      -11.11466004
          0,           0,       30345,      -11.10718563,      -7.466904893,       -9.10347044,      -5.548049141,      -11.11470382
          0,           0,       30346,      -11.10720659,      -7.466926496,      -9.103491027,      -5.548068928,      -11.11474761
          0,           0,       30347,      -11.10722778,      -7.466948108,       -9.10350956,      -5.548088924,      -11.11479141
          0,           0,       30348,      -11.10725004,      -7.466969716,      -9.103530912,      -5.548109685,       -11.1148352
          0,           0,       30349,      -11.10727001,      -7.466991324,      -9.103548995,      -5.548128898,        -11.114879
          0,           0,       30350,      -11.10729133,      -7.467012935,      -9.103570776,      -5.548148945,      -11.11492281
          0,           0,       30351,      -11.10731187,      -7.467034547,      -9.103585485,      -5.548168549,      -11.11496662
          0,           0,       30352,      -11.10733347,      -7.467056162,      -9.103610165,       -5.54818878,      -11.11501043
          0,           0,       30353,      -11.10735477,      -7.467077778,      -9.103627404,      -5.548208897,      -11.11505425
          0,           0,       30354,      -11.10737556,       -7.46709939,      -9.103650988,      -5.548228636,      -11.11509807
          0,           0,       30355,      -11.10739673,       -7.46712101,      -9.103665562,      -5.548248586,      -11.11514189
          0,           0,       30356,      -11.10741875,      -7.467142632,      -9.103687087,      -5.548269118,      -11.11518572
          0,           0,       30357,      -11.10743917,      -7.467164246,      -9.103705819,      -5.548288451,      -11.11522955
          0,           0,       30358,      -11.10746073,      -7.467185871,       -9.10372505,      -5.548308782,      -11.11527339
          0,           0,       30359,      -11.10748116,      -7.467207494,      -9.103750126,      -5.548328165,      -11.11531723
          0,           0,       30360,      -11.10750269,      -7.467229116,      -9.103766327,      -5.548348361,      -11.11536107
          0,           0,       30361,       -11.1075237,      -7.467250741,      -9.103785179,      -5.548368258,      -11.11540492
          0,           0,       30362,      -11.10754505,      -7.467272371,      -9.103805096,      -5.548388356,      -11.11544878
          0,           0,       30363,      -11.10756598,      -7.467294002,      -9.103823715,      -5.548408297,      -11.11549263
          0,           0,       30364,      -11.10758726,      -7.467315634,      -9.103845099,      -5.548428303,      -11.11553649
          0,           0,       30365,      -11.10760845,      -7.467337266,      -9.103863979,      -5.548448388,      -11.11558036
          0,           0,       30366,      -11.10762951,      -7.467358897,      -9.103885001,      -5.548468257,      -11.11562422
          0,           0,       30367,      -11.10765025,      -7.467380529,      -9.103900335,      -5.548487854,      -11.11566809
          0,           0,       30368,      -11.10767172,      -7.467402166,      -9.103926492,      -5.548508016,      -11.11571197
          0,           0,       30369,       -11.1076933,      -7.467423803,      -9.103941125,      -5.548528281,      -11.11575585
          0,           0,       30370,       -11.1077134,      -7.467445445,      -9.103964831,      -5.548547627,      -11.11579974
          0,           0,       30371,      -11.10773588,      -7.467467086,      -9.103985245,       -5.54856847,      -11.11584362
          0,           0,       30372,      -11.10775692,      -7.467488729,      -9.104001078,      -5.548588434,      -11.11588751
          0,           0,       30373,      -11.10777782,      -7.467510374,      -9.104022586,      -5.548608358,      -11.11593141
          0,           0,       30374,      -11.10779898,      -7.467532013,      -9.104040406,      -5.548628208,      -11.11597531
          0,           0,       30375,      -11.10781971,      -7.467553665,      -9.104065676,      -5.548647889,      -11.11601921
          0,           0,       30376,      -11.10784154,       -7.46757531,      -9.104081084,       -5.54866832,      -11.11606312
          0,           0,       30377,      -11.10786254,      -7.467596962,      -9.104099282,      -5.548688378,      -11.11610703
          0,           0,       30378,      -11.10788343,      -7.467618611,      -9.104121357,      -5.548708152,      -11.11615094
          0,           0,       30379,      -11.10790431,      -7.467640269,      -9.104142811,      -5.548727994,      -11.11619486
          0,           0,       30380,      -11.10792522,      -7.467661917,      -9.104160318,      -5.548747712,      -11.11623878
          0,           0,       30381,      -11.10794756,      -7.467683575,         -9.104181,      -5.548768576,      -11.11628271
          0,           0,       30382,      -11.10796847,      -7.467705239,      -9.104200763,      -5.548788316,      -11.11632665
          0,           0,       30383,      -11.10799068,      -7.467726896,      -9.104222471,      -5.548808975,      -11.11637058
          0,           0,       30384,      -11.10801058,      -7.467748557,      -9.104240024,      -5.548828075,      -11.11641451
          0,           0,       30385,      -11.10803206,      -7.467770214,       -9.10425977,      -5.548848204,      -11.11645846
          0,           0,       30386,      -11.10805391,      -7.467791884,      -9.104280736,      -5.548868611,       -11.1165024
          0,           0,       30387,      -11.10807511,      -7.467813551,      -9.104299474,      -5.548888706,      -11.11654635
          0,           0,       30388,      -11.10809558,      -7.467835216,       -9.10431848,      -5.548908162,       -11.1165903
          0,           0,       30389,      -11.10811755,       -7.46785689,      -9.104342504,      -5.548928752,      -11.11663426
          0,           0,       30390,      -11.10813794,      -7.467878558,      -9.104358703,      -5.548948249,      -11.11667822
          0,           0,       30391,      -11.10815959,      -7.467900229,      -9.104379083,       -5.54896859,      -11.11672219
          0,           0,       30392,      -11.10818082,      -7.467921906,      -9.104401884,      -5.548988606,      -11.11676616
          0,           0,       30393,      -11.10820157,       -7.46794358,       -9.10441853,      -5.549008312,      -11.11681013
          0,           0,       30394,      -11.10822311,      -7.467965263,      -9.104442145,        -5.5490286,      -11.11685411
          0,           0,       30395,       -11.1082447,      -7.467986939,      -9.104458582,      -5.549048876,      -11.11689809
          0,           0,       30396,      -11.10826585,      -7.468008623,      -9.104480073,      -5.549068887,      -11.11694207
          0,           0,       30397,      -11.10828667,      -7.468030303,      -9.104499858,      -5.549088659,      -11.11698606
          0,           0,       30398,      -11.10830935,      -7.468051989,      -9.104518554,      -5.549109717,      -11.11703005
          0,           0,       30399,      -11.10832951,      -7.468073675,      -9.104539449,      -5.549128891,      -11.11707405
          0,           0,       30400,      -11.10835135,      -7.468095367,      -9.104560859,      -5.549149384,      -11.11711805
          0,           0,       30401,      -11.10837187,      -7.468117054,      -9.104577141,      -5.549168884,      -11.11716205
          0,           0,       30402,       -11.1083938,      -7.468138747,      -9.104600531,      -5.549189566,      -11.11720606
          0,           0,       30403,      -11.10841433,      -7.468160438,      -9.104619227,       -5.54920896,      -11.11725007
          0,           0,       30404,      -11.10843639,      -7.468182136,      -9.104639372,      -5.549229644,      -11.11729408
          0,           0,       30405,      -11.10845736,      -7.468203835,      -9.104659759,       -5.54924957,       -11.1173381
          0,           0,       30406,      -11.10847911,      -7.468225531,      -9.104680301,      -5.549269961,      -11.11738212
          0,           0,       30407,      -11.10850007,      -7.468247235,      -9.104695569,      -5.549289821,      -11.11742615
          0,           0,       30408,      -11.10852144,      -7.468268935,      -9.104720048,      -5.549309997,      -11.11747018
          0,           0,       30409,      -11.10854278,      -7.468290644,      -9.104734872,      -5.549330019,      -11.11751421
          0,           0,       30410,      -11.10856427,      -7.468312346,      -9.104761039,      -5.549350155,      -11.11755825
          0,           0,       30411,        -11.108585,      -7.468334055,      -9.104776959,       -5.54936994,      -11.11760229
          0,           0,       30412,      -11.10860657,      -7.468355769,      -9.104803778,      -5.549390161,      -11.11764633
          0,           0,       30413,      -11.10862772,      -7.468377472,      -9.104816839,      -5.549410112,      -11.11769038
          0,           0,       30414,      -11.10864951,      -7.468399197,      -9.104839219,      -5.549430613,      -11.11773443
          0,           0,       30415,      -11.10867008,      -7.468420908,      -9.104860769,      -5.549450252,      -11.11777849
          0,           0,       30416,      -11.10869248,      -7.468442625,      -9.104879302,      -5.549471074,      -11.11782255
          0,           0,       30417,       -11.1087129,       -7.46846435,      -9.104901299,      -5.549490615,      -11.11786661
          0,           0,       30418,      -11.10873501,      -7.468486068,      -9.104919917,      -5.549511245,      -11.11791068
          0,           0,       30419,      -11.10875626,      -7.468507794,       -9.10493993,      -5.549531345,      -11.11795476
          0,           0,       30420,      -11.10877713,      -7.468529518,      -9.104957553,       -5.54955118,      -11.11799883
          0,           0,       30421,      -11.10879959,       -7.46855125,      -9.104980427,      -5.549572053,      -11.11804291
          0,           0,       30422,      -11.10881993,      -7.468572975,       -9.10499778,      -5.549591413,      -11.11808699
          0,           0,       30423,      -11.10884157,      -7.468594707,      -9.105020453,      -5.549611722,      -11.11813107
          0,           0,       30424,      -11.10886277,      -7.468616438,      -9.105042547,      -5.549631784,      -11.11817516
          0,           0,       30425,      -11.10888401,      -7.468638176,      -9.105062328,       -5.54965182,      -11.11821925
          0,           0,       30426,      -11.10890535,      -7.468659913,      -9.105079188,      -5.549672081,      -11.11826335
          0,           0,       30427,      -11.10892751,      -7.468681657,      -9.105103274,      -5.549692787,      -11.11830745
          0,           0,       30428,      -11.10894839,       -7.46870339,      -9.105120364,      -5.549712528,      -11.11835156
          0,           0,       30429,      -11.10897017,      -7.468725138,      -9.105141718,      -5.549732968,      -11.11839567
          0,           0,       30430,      -11.10899105,      -7.468746885,      -9.105161522,      -5.549752885,      -11.11843978
          0,           0,       30431,      -11.10901222,      -7.468768625,      -9.105179914,      -5.549772809,      -11.11848389
          0,           0,       30432,      -11.10903431,      -7.468790382,      -9.105202104,      -5.549793545,      -11.11852801
          0,           0,       30433,       -11.1090553,      -7.468812131,      -9.105224306,      -5.549813492,      -11.11857213
          0,           0,       30434,      -11.10907727,      -7.468833885,       -9.10523947,      -5.549833843,      -11.11861626
          0,           0,       30435,      -11.10909817,       -7.46885564,      -9.105264305,      -5.549853731,      -11.11866039
          0,           0,       30436,       -11.1091194,      -7.468877396,      -9.105281634,      -5.549873766,      -11.11870453
          0,           0,       30437,      -11.10914106,      -7.468899155,      -9.105302104,      -5.549894015,      -11.11874867
          0,           0,       30438,      -11.10916354,      -7.468920922,      -9.105325034,      -5.549914987,      -11.11879281
          0,           0,       30439,      -11.10918398,      -7.468942685,       -9.10534223,       -5.54993466,      -11.11883695
          0,           0,       30440,       -11.1092058,      -7.468964448,      -9.105362615,      -5.549954918,       -11.1188811
          0,           0,       30441,       -11.1092267,       -7.46898622,      -9.105386165,      -5.549974982,      -11.11892525
          0,           0,       30442,      -11.10924924,      -7.469007989,      -9.105401949,      -5.549995822,      -11.11896941
          0,           0,       30443,      -11.10927012,      -7.469029759,      -9.105423369,      -5.550015688,      -11.11901357
          0,           0,       30444,      -11.10929139,      -7.469051536,      -9.105447002,      -5.550035827,      -11.11905773
          0,           0,       30445,      -11.10931375,      -7.469073315,      -9.105464544,      -5.550056599,       -11.1191019
          0,           0,       30446,      -11.10933439,       -7.46909509,      -9.105483333,       -5.55007619,      -11.11914607
          0,           0,       30447,      -11.10935586,      -7.469116871,      -9.105504155,      -5.550096518,      -11.11919025
          0,           0,       30448,      -11.10937705,      -7.469138654,      -9.105529376,      -5.550116523,      -11.11923442
          0,           0,       30449,       -11.1093995,      -7.469160441,      -9.105547157,      -5.550137473,      -11.11927861
          0,           0,       30450,      -11.10941986,      -7.469182226,      -9.105567142,      -5.550156928,      -11.11932279
          0,           0,       30451,      -11.10944231,       -7.46920402,      -9.105585894,      -5.550177865,      -11.11936698
          0,           0,       30452,      -11.10946356,      -7.469225813,        -9.1056077,      -5.550197979,      -11.11941118
          0,           0,       30453,       -11.1094847,      -7.469247601,      -9.105628612,      -5.550217991,      -11.11945537
          0,           0,       30454,      -11.10950714,      -7.469269397,      -9.105648606,      -5.550238744,      -11.11949957
          0,           0,       30455,      -11.10952858,      -7.469291199,      -9.105667885,      -5.550259027,      -11.11954378
          0,           0,       30456,      -11.10954961,      -7.469313001,      -9.105687147,      -5.550278919,      -11.11958799
          0,           0,       30457,      -11.10957082,      -7.469334802,      -9.105709223,      -5.550299067,       -11.1196322
          0,           0,       30458,      -11.10959249,      -7.469356605,      -9.105729273,      -5.550319392,      -11.11967641
          0,           0,       30459,      -11.10961448,      -7.469378421,      -9.105750949,      -5.550339986,      -11.11972063
          0,           0,       30460,      -11.10963543,      -7.469400217,      -9.105770277,      -5.550359908,      -11.11976486
          0,           0,       30461,      -11.10965761,      -7.469422038,      -9.105789952,      -5.550380617,      -11.11980908
          0,           0,       30462,      -11.10967939,      -7.469443848,      -9.105809742,      -5.550401117,      -11.11985331
          0,           0,       30463,      -11.10970024,      -7.469465669,      -9.105830853,      -5.550421015,      -11.11989755
          0,           0,       30464,      -11.10972207,      -7.469487485,      -9.105853577,      -5.550441375,      -11.11994179
          0,           0,       30465,      -11.10974407,      -7.469509302,      -9.105872709,      -5.550461914,      -11.11998603
          0,           0,       30466,      -11.10976492,      -7.469531128,      -9.105894284,      -5.550481767,      -11.12003027
          0,           0,       30467,        -11.109787,       -7.46955296,       -9.10591288,       -5.55050247,      -11.12007452
          0,           0,       30468,      -11.10980809,      -7.469574782,       -9.10593157,       -5.55052249,      -11.12011877
          0,           0,       30469,      -11.10983033,      -7.469596617,      -9.105952915,      -5.550543251,      -11.12016303
          0,           0,       30470,      -11.10985116,      -7.469618445,      -9.105976657,      -5.550563095,      -11.12020729
          0,           0,       30471,      -11.10987378,       -7.46964028,      -9.105994285,      -5.550584037,      -11.12025155
          0,           0,       30472,      -11.10989489,       -7.46966212,      -9.106016509,      -5.550604179,      -11.12029582
          0,           0,       30473,      -11.10991632,      -7.469683958,      -9.106037245,      -5.550624217,      -11.12034009
          0,           0,       30474,      -11.10993902,      -7.469705802,      -9.106056315,      -5.550645378,      -11.12038437
          0,           0,       30475,      -11.10996001,      -7.469727645,       -9.10607589,      -5.550665182,      -11.12042864
          0,           0,       30476,       -11.1099816,      -7.469749492,      -9.106099093,      -5.550685574,      -11.12047292
          0,           0,       30477,      -11.11000355,      -7.469771339,      -9.106118952,       -5.55070607,      -11.12051721
          0,           0,       30478,      -11.11002482,       -7.46979319,      -9.106139225,      -5.550726267,       -11.1205615
          0,           0,       30479,      -11.11004643,      -7.469815045,      -9.106157988,      -5.550746717,      -11.12060579
          0,           0,       30480,      -11.11006837,      -7.469836902,       -9.10617962,      -5.550767345,      -11.12065009
          0,           0,       30481,      -11.11009019,      -7.469858758,      -9.106199114,      -5.550787864,      -11.12069438
          0,           0,       30482,      -11.11011123,      -7.469880625,      -9.106222651,      -5.550807889,      -11.12073869
          0,           0,       30483,      -11.11013364,      -7.469902488,       -9.10624118,      -5.550828742,        -11.120783
          0,           0,       30484,      -11.11015481,      -7.469924354,      -9.106260007,      -5.550848832,      -11.12082731
          0,           0,       30485,      -11.11017622,      -7.469946216,       -9.10628357,      -5.550868933,      -11.12087163
          0,           0,       30486,      -11.11019875,      -7.469968093,      -9.106302239,      -5.550889965,      -11.12091594
          0,           0,       30487,      -11.11021979,      -7.469989957,      -9.106323728,        -5.5509099,      -11.12096026
          0,           0,       30488,      -11.11024152,      -7.470011841,      -9.106344277,      -5.550930342,      -11.12100459
          0,           0,       30489,      -11.11026405,       -7.47003372,      -9.106365916,      -5.550951324,      -11.12104892
          0,           0,       30490,       -11.1102848,      -7.470055597,      -9.106387775,      -5.550971108,      -11.12109325
          0,           0,       30491,      -11.11030711,       -7.47007748,      -9.106405021,      -5.550991875,      -11.12113759
          0,           0,       30492,      -11.11032901,       -7.47009937,      -9.106426115,      -5.551012577,      -11.12118193
          0,           0,       30493,      -11.11035081,      -7.470121258,      -9.106447055,      -5.551032955,      -11.12122627
          0,           0,       30494,      -11.11037228,      -7.470143148,      -9.106466859,      -5.551053191,      -11.12127062
          0,           0,       30495,      -11.11039358,      -7.470165041,      -9.106491976,      -5.551073444,      -11.12131497
          0,           0,       30496,      -11.11041553,      -7.470186937,      -9.106508456,      -5.551093989,      -11.12135932
          0,           0,       30497,       -11.1104383,      -7.470208832,      -9.106533083,      -5.551115075,      -11.12140368
          0,           0,       30498,      -11.11045931,      -7.470230732,      -9.106550659,      -5.551135076,      -11.12144804
          0,           0,       30499,      -11.11048086,      -7.470252635,      -9.106570704,      -5.551155386,      -11.12149241
          0,           0,       30500,      -11.11050269,      -7.470274545,      -9.106591829,      -5.551175956,      -11.12153677
          0,           0,       30501,      -11.11052481,      -7.470296451,      -9.106612106,      -5.551196552,      -11.12158115
          0,           0,       30502,      -11.11054632,      -7.470318362,      -9.106634366,      -5.551217007,      -11.12162552
          0,           0,       30503,      -11.11056863,      -7.470340276,      -9.106654764,      -5.551237774,       -11.1216699
          0,           0,       30504,      -11.11059003,      -7.470362193,      -9.106673806,      -5.551258205,      -11.12171428
          0,           0,       30505,      -11.11061164,       -7.47038411,      -9.106698345,      -5.551278409,      -11.12175867
          0,           0,       30506,      -11.11063385,       -7.47040603,      -9.106717073,      -5.551299278,      -11.12180306
          0,           0,       30507,      -11.11065578,      -7.470427957,      -9.106736336,      -5.551319818,      -11.12184745
          0,           0,       30508,      -11.11067676,      -7.470449883,      -9.106756652,      -5.551339847,      -11.12189184
          0,           0,       30509,      -11.11069918,      -7.470471805,       -9.10678289,      -5.551360633,      -11.12193624
          0,           0,       30510,      -11.11072126,      -7.470493742,      -9.106801852,      -5.551381399,      -11.12198064
          0,           0,       30511,      -11.11074275,      -7.470515676,      -9.106818279,      -5.551401604,      -11.12202505
          0,           0,       30512,      -11.11076584,      -7.470537616,      -9.106840921,      -5.551423088,      -11.12206946
          0,           0,       30513,      -11.11078682,      -7.470559554,      -9.106863186,      -5.551443052,      -11.12211387
          0,           0,       30514,      -11.11080806,      -7.470581496,       -9.10688296,      -5.551463046,      -11.12215829
          0,           0,       30515,      -11.11083089,      -7.470603442,      -9.106904121,      -5.551484303,      -11.12220271
          0,           0,       30516,      -11.11085225,      -7.470625385,      -9.106923477,      -5.551504443,      -11.12224713
          0,           0,       30517,      -11.11087371,      -7.470647336,      -9.106946974,      -5.551524624,      -11.12229155
          0,           0,       30518,      -11.11089702,      -7.470669291,      -9.106969713,      -5.551546212,      -11.12233598
          0,           0,       30519,      -11.11091859,      -7.470691244,      -9.106986046,      -5.551566611,      -11.12238041
          0,           0,       30520,      -11.11093998,      -7.470713203,      -9.107008461,      -5.551586869,      -11.12242485
          0,           0,       30521,      -11.11096227,      -7.470735167,      -9.107030702,      -5.551607665,      -11.12246929
          0,           0,       30522,      -11.11098314,      -7.470757123,      -9.107049624,      -5.551627531,      -11.12251373
          0,           0,       30523,      -11.11100538,      -7.470779093,      -9.107073161,      -5.551648388,      -11.12255818
          0,           0,       30524,      -11.11102816,      -7.470801069,      -9.107091496,      -5.551669598,      -11.12260262
          0,           0,       30525,      -11.11104904,      -7.470823032,      -9.107111715,      -5.551689589,      -11.12264707
          0,           0,       30526,       -11.1110713,      -7.470845012,      -9.107135749,      -5.551710347,      -11.12269153
          0,           0,       30527,       -11.1110936,       -7.47086698,      -9.107154911,      -5.551731254,      -11.12273598
          0,           0,       30528,      -11.11111571,      -7.470888965,      -9.107174722,      -5.551751959,      -11.12278044
          0,           0,       30529,       -11.1111379,      -7.470910948,      -9.107197689,      -5.551772672,      -11.12282491
          0,           0,       30530,      -11.11115935,      -7.470932931,      -9.107217578,      -5.551793051,      -11.12286937
          0,           0,       30531,      -11.11118157,      -7.470954922,      -9.107238188,      -5.551813848,      -11.12291384
          0,           0,       30532,      -11.11120398,      -7.470976913,      -9.107257256,      -5.551834783,      -11.12295832
          0,           0,       30533,      -11.11122538,      -7.470998904,      -9.107279626,         -5.551855,      -11.12300279
          0,           0,       30534,      -11.11124751,      -7.471020901,      -9.107302364,      -5.551875743,      -11.12304727
          0,           0,       30535,      -11.11126971,      -7.471042902,      -9.107319394,       -5.55189666,      -11.12309175
          0,           0,       30536,      -11.11129062,      -7.471064899,      -9.107343056,      -5.551916511,      -11.12313624
          0,           0,       30537,      -11.11131459,      -7.471086908,       -9.10736517,      -5.551938543,      -11.12318073
          0,           0,       30538,      -11.11133484,      -7.471108908,      -9.107384377,      -5.551957968,      -11.12322522
          0,           0,       30539,      -11.11135773,      -7.471130925,      -9.107406022,      -5.551979426,      -11.12326971
          0,           0,       30540,      -11.11137978,      -7.471152937,      -9.107426901,      -5.552000024,      -11.12331421
          0,           0,       30541,      -11.11140119,      -7.471174947,      -9.107446261,      -5.552020304,      -11.12335871
          0,           0,       30542,      -11.11142344,      -7.471196973,      -9.107468517,      -5.552041134,      -11.12340321
          0,           0,       30543,      -11.11144616,      -7.471218996,      -9.107492003,      -5.552062286,      -11.12344771
          0,           0,       30544,      -11.11146775,      -7.471241016,      -9.107510526,      -5.552082692,      -11.12349222
          0,           0,       30545,       -11.1114901,      -7.471263042,      -9.107535168,      -5.552103524,      -11.12353673
          0,           0,       30546,      -11.11151205,      -7.471285074,       -9.10755144,      -5.552124181,      -11.12358124
          0,           0,       30547,      -11.11153464,      -7.471307104,      -9.107575527,      -5.552145255,      -11.12362576
          0,           0,       30548,      -11.11155584,       -7.47132914,      -9.107596407,      -5.552165316,      -11.12367029
          0,           0,       30549,      -11.11157798,      -7.471351182,      -9.107616886,      -5.552186114,      -11.12371481
          0,           0,       30550,      -11.11160038,       -7.47137322,       -9.10763871,      -5.552206962,      -11.12375933
          0,           0,       30551,      -11.11162252,      -7.471395265,      -9.107660913,      -5.552227876,      -11.12380386
          0,           0,       30552,      -11.11164472,       -7.47141731,      -9.107678525,      -5.552248696,      -11.12384839
          0,           0,       30553,      -11.11166676,      -7.471439363,      -9.107703462,      -5.552269352,      -11.12389293
          0,           0,       30554,      -11.11168954,      -7.471461417,      -9.107720918,      -5.552290628,      -11.12393746
          0,           0,       30555,      -11.11171146,      -7.471483471,      -9.107743708,      -5.552311322,        -11.123982
          0,           0,       30556,      -11.11173256,      -7.471505531,      -9.107764707,      -5.552331392,      -11.12402655
          0,           0,       30557,      -11.11175525,      -7.471527591,       -9.10778669,      -5.552352464,      -11.12407109
          0,           0,       30558,      -11.11177752,      -7.471549651,      -9.107805369,      -5.552373328,      -11.12411564
          0,           0,       30559,      -11.11179922,      -7.471571725,      -9.107829994,      -5.552393851,      -11.12416018
          0,           0,       30560,      -11.11182218,      -7.471593792,      -9.107848372,      -5.552415117,      -11.12420474
          0,           0,       30561,       -11.1118446,      -7.471615862,      -9.107869973,      -5.552436055,       -11.1242493
          0,           0,       30562,      -11.11186561,      -7.471637938,       -9.10789268,      -5.552456146,      -11.12429386
          0,           0,       30563,      -11.11188872,      -7.471660021,      -9.107913021,      -5.552477561,      -11.12433842
          0,           0,       30564,      -11.11191059,      -7.471682102,      -9.107932911,      -5.552498204,      -11.12438298
          0,           0,       30565,      -11.11193345,      -7.471704188,      -9.107953875,      -5.552519464,      -11.12442755
          0,           0,       30566,      -11.11195574,      -7.471726272,      -9.107978667,      -5.552540327,      -11.12447212
          0,           0,       30567,      -11.11197759,      -7.471748364,      -9.107997605,      -5.552560912,       -11.1245167
          0,           0,       30568,      -11.11200033,       -7.47177046,      -9.108018138,      -5.552582174,      -11.12456127
          0,           0,       30569,      -11.11202217,      -7.471792556,      -9.108040276,      -5.552602649,      -11.12460585
          0,           0,       30570,      -11.11204426,      -7.471814656,      -9.108061375,      -5.552623533,      -11.12465043
          0,           0,       30571,      -11.11206675,       -7.47183676,      -9.108082503,      -5.552644516,      -11.12469502
          0,           0,       30572,      -11.11208889,      -7.471858862,      -9.108102055,       -5.55266529,       -11.1247396
          0,           0,       30573,      -11.11211065,      -7.471880975,      -9.108126106,      -5.552685857,      -11.12478419
          0,           0,       30574,      -11.11213381,      -7.471903086,      -9.108146896,      -5.552707453,      -11.12482878
          0,           0,       30575,      -11.11215606,        -7.4719252,      -9.108165706,      -5.552728171,      -11.12487338
          0,           0,       30576,      -11.11217758,      -7.471947315,      -9.108189368,        -5.5527486,      -11.12491797
          0,           0,       30577,      -11.11219993,      -7.471969436,      -9.108214631,      -5.552769539,      -11.12496257
          0,           0,       30578,      -11.11222271,      -7.471991561,       -9.10822688,      -5.552790802,      -11.12500718
          0,           0,       30579,      -11.11224363,      -7.472013685,      -9.108253997,      -5.552810799,      -11.12505178
          0,           0,       30580,      -11.11226713,       -7.47203582,      -9.108276118,      -5.552832518,      -11.12509639
          0,           0,       30581,      -11.11228886,      -7.472057948,      -9.108296026,      -5.552853075,        -11.125141
          0,           0,       30582,      -11.11231202,      -7.472080088,      -9.108317913,      -5.552874557,      -11.12518561
          0,           0,       30583,      -11.11233397,      -7.472102221,      -9.108334716,      -5.552895216,      -11.12523023
          0,           0,       30584,      -11.11235619,      -7.472124364,      -9.108362196,      -5.552916042,      -11.12527485
          0,           0,       30585,      -11.11237918,      -7.472146513,      -9.108382535,      -5.552937457,      -11.12531947
          0,           0,       30586,      -11.11240144,      -7.472168658,      -9.108400708,      -5.552958334,      -11.12536409
          0,           0,       30587,      -11.11242383,      -7.472190812,       -9.10842597,       -5.55297933,      -11.12540872
          0,           0,       30588,       -11.1124457,      -7.472212962,      -9.108443345,      -5.552999902,      -11.12545335
          0,           0,       30589,      -11.11246821,      -7.472235125,      -9.108469392,      -5.553021046,      -11.12549798
          0,           0,       30590,      -11.11248975,      -7.472257277,      -9.108487312,      -5.553041424,      -11.12554261
