"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          63,      -4.831378308,      -1.400808421,      -2.760192671,      0.6455302081,      -7.362188323
          0,           0,          64,      -4.839612189,      -1.411039451,      -2.775253439,      0.6371747733,       -7.36589758
          0,           0,          65,      -4.847745966,      -1.421060601,      -2.789817887,      0.6289788596,      -7.369349208
          0,           0,          66,      -4.855743147,      -1.430878059,      -2.804071011,      0.6209585836,       -7.37268129
          0,           0,          67,      -4.863570603,      -1.440497877,      -2.818189875,      0.6131207796,      -7.376224501
          0,           0,          68,      -4.871202204,      -1.449926038,      -2.832317957,      0.6054632992,      -7.380073436
          0,           0,          69,      -4.878621909,        -1.4591685,      -2.846547126,      0.5979761949,      -7.383690189
          0,           0,          70,      -4.885825792,      -1.468231202,       -2.86091164,      0.5906436116,      -7.386470014
          0,           0,          71,      -4.892822661,      -1.477120057,      -2.875394395,      0.5834460394,      -7.388523263
          0,           0,          72,      -4.899633268,      -1.485840937,      -2.889941229,      0.5763624762,      -7.390368283
          0,           0,          73,      -4.906288256,      -1.494399637,      -2.904477308,      0.5693721531,      -7.392125006
          0,           0,          74,       -4.91282507,      -1.502801844,      -2.918920286,      0.5624557542,      -7.393465902
          0,           0,          75,      -4.919284144,      -1.511053097,      -2.933188276,      0.5555962618,      -7.394309216
          0,           0,          76,      -4.925704747,      -1.519158743,      -2.947203392,       0.548779625,      -7.395081748
          0,           0,          77,       -4.93212101,      -1.527123898,      -2.960893129,        0.54199535,      -7.395417283
          0,           0,          78,      -4.938558676,      -1.534953418,      -2.974191823,       0.535236973,      -7.395288485
          0,           0,          79,      -4.945032992,      -1.542651875,      -2.987043364,      0.5285023037,       -7.39473008
          0,           0,          80,      -4.951547963,       -1.55022354,      -2.999405149,      0.5217933514,      -7.393751086
          0,           0,          81,      -4.958096892,      -1.557672382,      -3.011252401,      0.5151159195,        -7.3924845
          0,           0,          82,      -4.964664005,      -1.565002069,      -3.022581525,      0.5084789159,      -7.391019174
          0,           0,          83,      -4.971226802,      -1.572215994,      -3.033411139,      0.5018934581,      -7.389395982
          0,           0,          84,      -4.977758783,      -1.579317298,      -3.043779909,      0.4953718572,      -7.387589824
          0,           0,          85,      -4.984232229,      -1.586308909,      -3.053741223,      0.4889265666,      -7.385627674
          0,           0,          86,      -4.990620756,      -1.593193573,      -3.063355727,      0.4825691854,      -7.383634736
          0,           0,          87,      -4.996901425,      -1.599973901,      -3.072683448,      0.4763096041,       -7.38173303
          0,           0,          88,      -5.003056275,      -1.606652399,      -3.081777254,      0.4701553744,      -7.379833955
          0,           0,          89,       -5.00907321,      -1.613231504,      -3.090678877,      0.4641113515,      -7.377930038
          0,           0,          90,      -5.014946269,      -1.619713609,      -3.099417871,      0.4581796215,      -7.376178435
          0,           0,          91,      -5.020675328,      -1.626101091,      -3.108013087,      0.4523596821,      -7.374323527
          0,           0,          92,      -5.026265375,      -1.632396316,      -3.116475753,       0.446648818,      -7.372196345
          0,           0,          93,      -5.031725465,      -1.638601656,      -3.124813103,      0.4410425988,      -7.369943279
          0,           0,          94,      -5.037067493,      -1.644719481,        -3.1330316,      0.4355354274,       -7.36770406
          0,           0,          95,      -5.042304943,      -1.650752159,      -3.141139084,      0.4301210517,      -7.365485649
          0,           0,          96,      -5.047451695,      -1.656702046,      -3.149145483,      0.4247930128,      -7.363314704
          0,           0,          97,      -5.052521006,      -1.662571466,      -3.157062099,      0.4195449828,      -7.361209116
          0,           0,          98,      -5.057524718,      -1.668362705,      -3.164899744,      0.4143709899,      -7.359134389
          0,           0,          99,      -5.062472746,      -1.674077984,      -3.172666243,      0.4092655395,      -7.357085237
          0,           0,         100,      -5.067372834,      -1.679719454,      -3.180363887,      0.4042236581,      -7.355043453
          0,           0,         101,      -5.072230555,      -1.685289174,      -3.187987424,      0.3992408861,      -7.353003345
          0,           0,         102,       -5.07704952,       -1.69078911,       -3.19552305,      0.3943132487,      -7.350980981
          0,           0,         103,      -5.081831728,      -1.696221121,       -3.20294867,       0.389437224,      -7.348977865
          0,           0,         104,      -5.086577993,      -1.701586958,      -3.210235523,      0.3846097227,      -7.346994814
          0,           0,         105,       -5.09128838,       -1.70688827,      -3.217351008,      0.3798280827,       -7.34501549
          0,           0,         106,      -5.095962608,      -1.712126603,      -3.224262399,      0.3750900773,      -7.343037772
          0,           0,         107,      -5.100600356,      -1.717303412,      -3.230940911,      0.3703939299,      -7.341054026
          0,           0,         108,      -5.105201473,      -1.722420074,      -3.237365574,      0.3657383257,      -7.339076986
          0,           0,         109,      -5.109766071,      -1.727477893,      -3.243526311,      0.3611224082,      -7.337110434
          0,           0,         110,      -5.114294517,      -1.732478119,      -3.249425788,      0.3565457555,      -7.335115883
          0,           0,         111,      -5.118787354,      -1.737421959,      -3.255079768,      0.3520083284,      -7.333083269
          0,           0,         112,      -5.123245167,      -1.742310581,      -3.260515954,      0.3475103933,      -7.331034633
          0,           0,         113,      -5.127668445,      -1.747145129,      -3.265771538,      0.3430524245,      -7.328969909
          0,           0,         114,      -5.132057446,      -1.751926723,      -3.270889849,      0.3386349965,      -7.326873726
          0,           0,         115,      -5.136412113,      -1.756656462,      -3.275916554,      0.3342586758,      -7.324760174
          0,           0,         116,      -5.140732036,      -1.761335427,      -3.280895882,      0.3299239239,      -7.322661377
          0,           0,         117,      -5.145016474,      -1.765964676,      -3.285867268,      0.3256310234,      -7.320588158
          0,           0,         118,      -5.149264433,      -1.770545242,      -3.290862687,      0.3213800313,      -7.318509906
          0,           0,         119,      -5.153474787,      -1.775078129,      -3.295904868,      0.3171707634,      -7.316409715
          0,           0,         120,      -5.157646422,      -1.779564308,      -3.301006405,      0.3130028074,      -7.314298577
          0,           0,         121,      -5.161778394,      -1.784004716,       -3.30616976,      0.3088755597,      -7.312205258
          0,           0,         122,      -5.165870067,      -1.788400252,      -3.311388028,      0.3047882783,      -7.310140653
          0,           0,         123,       -5.16992122,      -1.792751778,      -3.316646341,      0.3007401431,      -7.308094825
          0,           0,         124,      -5.173932114,       -1.79706012,      -3.321923738,      0.2967303156,      -7.306058937
          0,           0,         125,      -5.177903502,      -1.801326069,      -3.327195337,      0.2927579905,      -7.304024804
          0,           0,         126,      -5.181836593,      -1.805550383,      -3.332434645,      0.2888224345,      -7.301998576
          0,           0,         127,      -5.185732964,      -1.809733796,      -3.337615843,      0.2849230092,      -7.299995076
          0,           0,         128,      -5.189594447,      -1.813877017,      -3.342715855,      0.2810591745,      -7.298015894
          0,           0,         129,       -5.19342299,      -1.817980735,      -3.347716111,      0.2772304772,      -7.296047768
          0,           0,         130,       -5.19722052,      -1.822045624,      -3.352603831,      0.2734365234,      -7.294089132
          0,           0,         131,      -5.200988817,      -1.826072343,      -3.357372731,      0.2696769393,      -7.292162352
          0,           0,         132,      -5.204729424,      -1.830061542,      -3.362023135,      0.2659513247,      -7.290301146
          0,           0,         133,      -5.208443578,      -1.834013858,       -3.36656147,      0.2622592051,      -7.288504953
          0,           0,         134,      -5.212132187,      -1.837929917,      -3.370999261,      0.2585999894,      -7.286724535
          0,           0,         135,      -5.215795843,      -1.841810335,      -3.375351732,      0.2549729371,       -7.28491649
          0,           0,         136,      -5.219434854,      -1.845655715,      -3.379636212,      0.2513771431,      -7.283074838
          0,           0,         137,      -5.223049304,      -1.849466648,      -3.383870532,      0.2478115415,      -7.281213857
          0,           0,         138,      -5.226639121,      -1.853243706,       -3.38807159,      0.2442749308,      -7.279349098
          0,           0,         139,      -5.230204139,      -1.856987449,      -3.392254211,      0.2407660181,      -7.277492824
          0,           0,         140,      -5.233744163,      -1.860698416,      -3.396430395,      0.2372834784,      -7.275655632
          0,           0,         141,      -5.237259013,      -1.864377127,       -3.40060896,      0.2338260213,       -7.27383725
          0,           0,         142,      -5.240748559,      -1.868024083,      -3.404795534,      0.2303924609,      -7.272030587
          0,           0,         143,      -5.244212739,      -1.871639768,      -3.408992843,      0.2269817743,      -7.270226923
          0,           0,         144,      -5.247651573,      -1.875224644,      -3.413201169,       0.223593149,      -7.268419997
          0,           0,         145,      -5.251065157,      -1.878779156,      -3.417418883,      0.2202260104,      -7.266608578
          0,           0,         146,      -5.254453666,      -1.882303733,      -3.421642966,       0.216880027,      -7.264794249
          0,           0,         147,      -5.257817339,      -1.885798785,      -3.425869456,      0.2135550952,      -7.262982147
          0,           0,         148,      -5.261156482,      -1.889264711,      -3.430093781,      0.2102513059,      -7.261179334
          0,           0,         149,      -5.264471464,      -1.892701895,      -3.434310982,      0.2069688975,      -7.259389783
          0,           0,         150,      -5.267762713,      -1.896110708,      -3.438515851,      0.2037082011,      -7.257612338
          0,           0,         151,      -5.271030723,      -1.899491514,      -3.442703012,      0.2004695853,      -7.255843602
          0,           0,         152,      -5.274276048,      -1.902844665,         -3.446867,      0.1972534052,      -7.254080114
          0,           0,         153,      -5.277499303,      -1.906170506,      -3.451002373,      0.1940599615,      -7.252323038
          0,           0,         154,      -5.280701158,      -1.909469375,      -3.455103878,      0.1908894706,      -7.250575417
          0,           0,         155,      -5.283882317,      -1.912741603,      -3.459166676,       0.187742049,      -7.248836788
          0,           0,         156,      -5.287043502,      -1.915987516,      -3.463186617,      0.1846177105,       -7.24710651
          0,           0,         157,       -5.29018542,      -1.919207434,       -3.46716054,       0.181516373,      -7.245388505
          0,           0,         158,      -5.293308731,       -1.92240167,      -3.471086543,      0.1784378736,      -7.243685766
          0,           0,         159,      -5.296414011,      -1.925570536,      -3.474964196,       0.175381987,      -7.241998977
          0,           0,         160,      -5.299501724,      -1.928714334,      -3.478794645,       0.172348444,      -7.240327197
          0,           0,         161,      -5.302572188,      -1.931833363,      -3.482580584,      0.1693369474,      -7.238668886
          0,           0,         162,      -5.305625562,      -1.934927918,      -3.486326093,      0.1663471817,      -7.237020649
          0,           0,         163,      -5.308661838,      -1.937998286,      -3.490036338,      0.1633788182,      -7.235380887
          0,           0,         164,       -5.31168085,      -1.941044751,       -3.49371717,      0.1604315127,      -7.233747734
          0,           0,         165,      -5.314682294,      -1.944067588,      -3.497374669,      0.1575048995,      -7.232119752
          0,           0,         166,      -5.317665756,      -1.947067068,      -3.501014676,      0.1545985819,       -7.23049802
          0,           0,         167,      -5.320630753,      -1.950043458,      -3.504642374,      0.1517121239,      -7.228884079
          0,           0,         168,      -5.323576772,      -1.952997015,      -3.508261962,      0.1488450422,      -7.227279784
          0,           0,         169,      -5.326503313,      -1.955927992,      -3.511876455,       0.145996805,      -7.225687638
          0,           0,         170,      -5.329409924,      -1.958836638,      -3.515487627,      0.1431668347,      -7.224109164
          0,           0,         171,       -5.33229623,      -1.961723193,      -3.519096093,      0.1403545181,      -7.222541719
          0,           0,         172,      -5.335161957,      -1.964587895,      -3.522701518,      0.1375592226,      -7.220981048
          0,           0,         173,      -5.338006943,      -1.967430972,      -3.526302904,      0.1347803162,      -7.219424251
          0,           0,         174,      -5.340831137,      -1.970252653,       -3.52989892,      0.1320171915,      -7.217870571
          0,           0,         175,      -5.343634602,      -1.973053157,      -3.533488231,      0.1292692888,      -7.216320916
          0,           0,         176,        -5.3464175,      -1.975832702,      -3.537069767,      0.1265361178,      -7.214777244
          0,           0,         177,      -5.349180087,      -1.978591503,      -3.540642912,      0.1238172746,      -7.213241657
          0,           0,         178,      -5.351922695,      -1.981329767,      -3.544207583,      0.1211124523,       -7.21171568
          0,           0,         179,      -5.354645726,      -1.984047703,      -3.547764198,      0.1184214458,      -7.210199976
          0,           0,         180,       -5.35734964,      -1.986745513,      -3.551313538,      0.1157441477,      -7.208694598
          0,           0,         181,      -5.360034948,      -1.989423398,      -3.554856537,      0.1130805394,      -7.207198462
          0,           0,         182,      -5.362702205,      -1.992081556,      -3.558394024,       0.110430675,      -7.205711189
          0,           0,         183,      -5.365352006,      -1.994720182,       -3.56192647,      0.1077946631,      -7.204235051
          0,           0,         184,      -5.367984976,      -1.997339468,      -3.565453758,      0.1051726458,       -7.20277228
          0,           0,         185,      -5.370601761,      -1.999939605,      -3.568975038,      0.1025647789,      -7.201321566
          0,           0,         186,      -5.373203021,      -2.002520778,      -3.572488668,     0.09997121326,      -7.199879211
          0,           0,         187,      -5.375789407,      -2.005083171,      -3.575992258,     0.09739208009,      -7.198443246
          0,           0,         188,      -5.378361552,      -2.007626964,      -3.579482828,      0.0948274802,      -7.197012514
          0,           0,         189,      -5.380920043,      -2.010152335,      -3.582957043,     0.09227747783,      -7.195584394
          0,           0,         190,      -5.383465407,      -2.012659457,       -3.58641151,     0.08974209761,       -7.19415656
          0,           0,         191,      -5.385998088,      -2.015148499,      -3.589843124,     0.08722132801,      -7.192728943
          0,           0,         192,      -5.388518429,      -2.017619627,       -3.59324937,     0.08471512154,      -7.191303173
          0,           0,         193,      -5.391026664,      -2.020073004,      -3.596628594,     0.08222340157,      -7.189881696
          0,           0,         194,      -5.393522905,      -2.022508786,      -3.599980212,     0.07974606589,      -7.188466156
          0,           0,         195,      -5.396007144,      -2.024927129,      -3.603304798,     0.07728299099,      -7.187058142
          0,           0,         196,      -5.398479258,      -2.027328182,      -3.606604071,     0.07483403373,      -7.185659219
          0,           0,         197,      -5.400939023,      -2.029712091,      -3.609880773,     0.07239903178,       -7.18426914
          0,           0,         198,      -5.403386128,      -2.032078999,      -3.613138456,     0.06997780251,      -7.182885786
          0,           0,         199,      -5.405820201,      -2.034429045,      -3.616381197,     0.06757014056,      -7.181507612
          0,           0,         200,      -5.408240834,      -2.036762363,      -3.619613268,     0.06517581552,      -7.180133898
          0,           0,         201,      -5.410647606,      -2.039079088,      -3.622838812,     0.06279456981,       -7.17876379
          0,           0,         202,      -5.413040112,      -2.041379348,       -3.62606154,     0.06042611832,      -7.177397395
          0,           0,         203,      -5.415417985,       -2.04366327,      -3.629284477,     0.05807014981,      -7.176034217
          0,           0,         204,      -5.417780915,      -2.045930979,      -3.632509794,     0.05572633136,      -7.174673307
          0,           0,         205,      -5.420128665,      -2.048182596,      -3.635738721,      0.0533943151,      -7.173314584
          0,           0,         206,       -5.42246108,      -2.050418243,      -3.638971539,     0.05107374749,      -7.171957777
          0,           0,         207,      -5.424778094,      -2.052638037,      -3.642207669,     0.04876428046,      -7.170602403
          0,           0,         208,      -5.427079727,      -2.054842094,      -3.645445806,     0.04646558321,      -7.169248153
          0,           0,         209,      -5.429366084,       -2.05703053,      -3.648684107,     0.04417735424,      -7.167895016
          0,           0,         210,      -5.431637341,      -2.059203459,      -3.651920398,     0.04189933211,      -7.166542711
          0,           0,         211,      -5.433893743,      -2.061360992,      -3.655152374,     0.03963130421,      -7.165191674
          0,           0,         212,      -5.436135586,      -2.063503239,      -3.658377777,     0.03737311273,      -7.163842189
          0,           0,         213,      -5.438363205,       -2.06563031,       -3.66159454,     0.03512465711,      -7.162494146
          0,           0,         214,      -5.440576963,      -2.067742313,       -3.66480088,     0.03288589339,      -7.161147468
          0,           0,         215,      -5.442777241,      -2.069839354,      -3.667995341,     0.03065682976,      -7.159801967
          0,           0,         216,      -5.444964421,      -2.071921538,      -3.671176804,     0.02843751968,      -7.158457991
          0,           0,         217,      -5.447138885,      -2.073988969,       -3.67434444,     0.02622805263,      -7.157115877
          0,           0,         218,      -5.449301003,      -2.076041749,      -3.677497666,     0.02402854348,      -7.155775956
          0,           0,         219,      -5.451451129,      -2.078079978,      -3.680636068,     0.02183912131,      -7.154438497
          0,           0,         220,      -5.453589595,      -2.080103757,      -3.683759347,     0.01965991977,      -7.153103635
          0,           0,         221,      -5.455716712,      -2.082113183,      -3.686867264,     0.01749106601,      -7.151771477
          0,           0,         222,      -5.457832767,      -2.084108351,      -3.689959618,      0.0153326735,      -7.150442267
          0,           0,         223,      -5.459938022,      -2.086089358,      -3.693036235,     0.01318483602,      -7.149116025
          0,           0,         224,      -5.462032715,      -2.088056296,       -3.69609699,     0.01104762362,      -7.147792639
          0,           0,         225,      -5.464117063,      -2.090009258,      -3.699141835,    0.008921080408,      -7.146472049
          0,           0,         226,      -5.466191266,      -2.091948334,      -3.702170846,    0.006805223315,      -7.145154387
          0,           0,         227,      -5.468255506,      -2.093873613,      -3.705184273,    0.004700044069,      -7.143839575
          0,           0,         228,      -5.470309953,      -2.095785183,      -3.708182568,    0.002605510766,      -7.142527728
          0,           0,         229,      -5.472354766,       -2.09768313,      -3.711166407,   0.0005215701201,      -7.141218897
          0,           0,         230,        -5.4743901,      -2.099567541,      -3.714136691,   -0.001551850356,      -7.139913468
          0,           0,         231,      -5.476416104,      -2.101438497,      -3.717094527,    -0.00361483971,      -7.138611612
          0,           0,         232,      -5.478432929,      -2.103296082,      -3.720041178,   -0.005667501622,      -7.137313062
          0,           0,         233,      -5.480440727,      -2.105140377,      -3.722978007,   -0.007709952243,      -7.136017404
          0,           0,         234,      -5.482439654,      -2.106971462,      -3.725906403,   -0.009742318273,       -7.13472454
          0,           0,         235,      -5.484429866,      -2.108789414,      -3.728827702,    -0.01176473542,      -7.133434282
          0,           0,         236,      -5.486411523,      -2.110594311,      -3.731743112,    -0.01377734621,      -7.132146523
          0,           0,         237,      -5.488384782,      -2.112386228,      -3.734653641,    -0.01578029813,      -7.130861398
          0,           0,         238,      -5.490349799,      -2.114165239,      -3.737560055,    -0.01777374129,      -7.129579158
          0,           0,         239,      -5.492306721,      -2.115931416,      -3.740462833,    -0.01975782573,      -7.128300137
          0,           0,         240,      -5.494255684,      -2.117684831,      -3.743362161,    -0.02173269857,      -7.127024655
          0,           0,         241,      -5.496196807,      -2.119425552,      -3.746257932,    -0.02369850062,      -7.125752938
          0,           0,         242,       -5.49813019,      -2.121153648,       -3.74914977,     -0.0256553635,      -7.124484628
          0,           0,         243,      -5.500055906,      -2.122869183,      -3.752037062,    -0.02760340649,      -7.123219551
          0,           0,         244,      -5.501974004,      -2.124572224,      -3.754919005,    -0.02954273385,      -7.121957655
          0,           0,         245,      -5.503884498,      -2.126262832,      -3.757794658,    -0.03147343251,      -7.120699286
          0,           0,         246,      -5.505787377,      -2.127941068,       -3.76066298,    -0.03339557158,      -7.119445211
          0,           0,         247,      -5.507682595,      -2.129606992,      -3.763522893,    -0.03530920064,      -7.118195902
          0,           0,         248,      -5.509570079,      -2.131260662,      -3.766373316,    -0.03721435021,      -7.116951082
          0,           0,         249,      -5.511449731,      -2.132902134,      -3.769213208,    -0.03911103292,      -7.115710114
